STNID;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;_ID;_LATITUDE;_LONGITUDE;_ELEVATION;_STATE
USW00023225;7.3;6.9;8.3;11.1;16.0;20.6;24.9;24.8;22.0;16.3;9.8;6.6;USW00023225;39.2775;-120.7103;1608.1;CA
USC00048045;14.1;14.9;15.8;16.9;18.6;19.9;21.6;22.3;22.6;20.6;16.2;13.5;USC00048045;40.4831;-124.1036;41.5;CA
USW00023230;13.8;15.5;17.0;19.2;19.8;21.4;21.3;22.4;23.7;20.9;17.3;13.6;USW00023230;37.7214;-122.2208;1.8;CA
USC00048135;11.7;13.9;16.8;20.3;25.3;30.3;35.2;34.6;31.2;24.4;15.7;11.5;USC00048135;40.7142;-122.4161;327.7;CA
USW00023232;12.1;15.7;18.4;21.7;26.6;30.6;33.4;32.9;30.7;25.3;17.7;12.2;USW00023232;38.5069;-121.495;4.6;CA
USC00048163;14.1;14.7;15.4;15.8;17.9;20.1;20.1;20.1;20.3;19.0;16.2;13.6;USC00048163;40.0331;-124.0728;75;CA
USW00023233;16.3;17.1;18.2;19.5;20.2;21.2;21.7;22.3;23.4;22.6;19.3;16.2;USW00023233;36.6636;-121.6081;22.6;CA
USC00048200;16.5;18.9;22.9;27.5;33.2;37.6;41.4;40.3;36.1;29.6;21.6;15.4;USC00048200;35.9717;-116.2708;471.2;CA
USW00023234;13.5;15.3;16.7;18.2;19.8;21.4;22.2;22.6;23.1;21.3;17.2;13.7;USW00023234;37.6197;-122.3647;2.4;CA
USC00048207;7.7;8.6;11.3;14.4;19.2;24.3;28.9;28.9;25.5;19.4;11.7;7.2;USC00048207;39.5678;-120.6228;1292.4;CA
USW00023237;12.2;15.9;19.1;22.6;27.3;31.2;34.1;33.4;31.1;25.5;17.8;12.2;USW00023237;37.8892;-121.2258;7.9;CA
USC00048218;6.9;8.2;12.2;15.4;19.9;24.6;29.1;29.2;25.7;19.9;11.8;6.3;USC00048218;39.5833;-120.3706;1516.4;CA
USW00023239;14.6;16.6;18.1;19.7;20.8;22.0;22.2;22.8;23.5;22.4;18.6;14.7;USW00023239;37.7333;-122.3167;4.9;CA
USC00048273;11.2;11.3;13.2;15.3;17.4;22.1;25.1;26.6;24.0;20.0;13.7;10.7;USC00048273;37.3133;-122.185;691.9;CA
USW00023244;14.8;16.6;18.3;20.4;22.3;24.6;25.1;25.2;25.3;23.0;18.4;14.9;USW00023244;37.4058;-122.0481;11.9;CA
USC00048351;13.5;16.4;18.6;20.9;24.4;28.4;30.7;30.4;29.3;25.2;18.2;13.4;USC00048351;38.2994;-122.4622;29.6;CA
USW00023254;13.3;16.1;18.8;21.0;24.6;28.1;30.6;30.7;28.9;24.8;17.8;13.1;USW00023254;37.9917;-122.055;5.5;CA
USW00094299;5.3;7.8;11.1;14.3;19.9;25.4;31.1;30.2;25.3;18.4;9.6;4.6;USW00094299;41.4914;-120.5644;1333.5;CA
USC00048353;12.4;14.2;16.1;19.2;24.3;29.4;33.6;33.1;29.6;24.0;16.5;12.4;USC00048353;37.9672;-120.3872;510.5;CA
USW00023257;11.8;15.7;18.6;22.8;27.9;31.9;34.9;33.9;31.3;25.7;17.8;11.9;USW00023257;37.2847;-120.5128;46.3;CA
USC00048380;7.3;7.8;9.9;12.7;17.8;22.4;26.5;26.3;23.2;17.6;11.0;7.2;USC00048380;37.5072;-119.6331;1538.3;CA
USW00023258;13.0;17.1;20.4;23.7;28.3;32.2;35.1;34.2;31.7;26.1;18.6;13.1;USW00023258;37.6242;-120.9506;22.3;CA
USC00048490;11.7;13.0;15.2;17.4;20.3;24.2;28.2;28.5;28.0;21.6;14.1;11.0;USC00048490;39.8778;-123.7275;260;CA
USW00023259;15.3;15.9;15.9;16.3;17.5;19.3;19.6;20.5;20.7;19.6;17.6;15.8;USW00023259;36.5881;-121.8453;50.3;CA
USC00048560;13.2;17.2;20.2;23.4;27.7;31.5;34.2;33.8;31.9;26.8;19.1;13.6;USC00048560;37.9994;-121.3178;3.7;CA
USW00023271;12.4;16.2;19.3;22.6;27.2;31.1;34.1;33.4;31.1;25.5;17.6;12.4;USW00023271;38.5556;-121.4169;11.6;CA
USC00048587;13.2;15.3;17.9;21.4;26.7;31.6;35.6;34.7;32.0;25.9;17.7;12.9;USC00048587;39.5858;-122.5339;243.8;CA
USW00023272;13.8;15.7;16.6;17.3;17.9;19.1;19.2;20.1;21.2;20.7;17.3;13.9;USW00023272;37.7706;-122.4269;45.7;CA
USC00048606;9.6;10.0;11.9;14.6;19.4;24.0;28.3;28.3;25.7;20.2;12.9;9.2;USC00048606;39.5631;-121.1078;1160.7;CA
USW00023273;17.4;17.8;18.4;19.6;20.3;21.3;22.6;22.8;23.2;22.8;20.3;17.4;USW00023273;34.8994;-120.4486;73.8;CA
USC00048655;20.3;20.5;22.3;26.1;29.5;33.6;37.5;37.9;34.9;29.7;24.4;20.4;USC00048655;33.7156;-117.19;432.8;CA
