X,Y,id,gen,feb,mar,apr,mag,giu,lug,ago,sett,ott,nov,dic,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE,tot_mesi
-119.1753,34.1981,USC00046569,63.85,65.22,65.41,24.19,2.42,0.23,0.26,2.47,7.54,15.76,52.6,48.2,34.1981,-119.1753,14.9,CA,348.15
-119.1375,34.2067,USC00046572,51.42,43.68,74.42,30.46,4.02,0.25,0.31,0.93,15.88,11.22,61.76,38.5,34.2067,-119.1375,15.8,CA,332.85
-122.4717,37.5917,USC00046599,138.95,114.93,122.72,41.69,17.06,3.67,1.59,14.76,19.75,43.45,120.47,114.07,37.5917,-122.4717,144.8,CA,753.11
-121.3492,36.715,USC00046610,57.29,61.21,79.92,24.32,6.94,3.47,0,0.26,13.39,16.82,66.71,57.28,36.715,-121.3492,275.8,CA,387.61
-118.0939,34.5883,USC00046624,24.55,25.88,33.32,11.09,1.95,2.06,1.74,2.92,4.14,8.97,18.78,28.2,34.5883,-118.0939,794.3,CA,163.6
-116.5097,33.8275,USC00046635,16.03,23.92,13.37,1.73,0.91,1.68,1.98,15.71,10.32,5.08,13.2,16.26,33.8275,-116.5097,129.5,CA,120.19
-122.1403,37.4436,USC00046646,64.36,66.81,75.04,22.24,8.57,1.61,0.26,0.41,9.18,22.68,57.71,62.5,37.4436,-122.1403,7.6,CA,391.37
-116.84,33.3781,USC00046657,83.71,91.68,98.62,40.59,8.56,1.16,15.76,22.45,18.92,22.17,90,105.04,33.3781,-116.84,1691.6,CA,598.66
-121.6239,39.7536,USC00046685,198.43,199.43,252.96,85.1,40.85,12.68,0.83,3.93,51.85,77.71,253.78,204.23,39.7536,-121.6239,533.4,CA,1381.78
-114.1708,34.2903,USC00046699,17.64,12.32,15.02,6.01,1.44,0.05,11.71,23.74,17.82,10.04,15.06,20.01,34.2903,-114.1708,224.9,CA,150.86
-118.1444,34.1481,USC00046719,73.56,68.36,95.14,44.25,7.2,1.64,0.76,9.3,21.31,22.17,59.37,62.33,34.1481,-118.1444,263.3,CA,465.39
-120.6856,35.6278,USC00046730,57.95,57.36,67.65,26.62,2.27,0.58,0.13,1.32,10.62,16.57,38.38,42.76,35.6278,-120.6856,222.5,CA,322.21
-117.8944,34.5028,USC00046773,26.97,16.86,21.72,11.23,2.12,0.62,3.91,5.87,8.06,8.4,14.84,36.27,34.5028,-117.8944,929.6,CA,156.87
-122.6078,38.2578,USC00046826,111.1,110.93,121.8,35.13,11.39,2.6,0.66,1.55,12.34,32.36,110.35,91.01,38.2578,-122.6078,6.1,CA,641.22
-121.1822,36.4817,USC00046926,57.19,54.19,94.12,30.65,6.57,1.35,0.13,2.06,13.71,24.62,54.88,52.25,36.4817,-121.1822,398.4,CA,391.72
-120.6831,35.1597,USC00046943,56.5,74.87,81.23,31.68,4.48,0.31,0.08,1.33,5.29,21.8,46.4,58.61,35.1597,-120.6831,11.9,CA,382.58
-120.8244,38.6956,USC00046960,134.63,150.84,179.38,70.87,23.77,8.17,0.56,1.43,41.74,63.76,188.48,136.13,38.6956,-120.8244,563.9,CA,999.76
-117.7658,34.0817,USC00047050,61.84,78.86,66.94,29.75,3.43,0.74,0,2.42,10.14,17.2,54.67,49.21,34.0817,-117.7658,317,CA,375.2
-119.02,36.0678,USC00047077,43.41,39.85,55.77,23.92,10.81,0.77,0.68,0.59,9.63,12.31,38.89,28.05,36.0678,-119.02,119.8,CA,264.68
-120.4719,39.8053,USC00047085,75.74,89.85,88.66,30.08,16.29,12.48,5.78,9.1,29.6,37.57,102.73,62.61,39.8053,-120.4719,1478.3,CA,560.49
-123.1286,39.3619,USC00047109,174.18,174.42,195.43,63.05,39.15,4.61,0.82,3.12,32.18,78.09,221.48,174.82,39.3619,-123.1286,310.3,CA,1161.35
-120.6953,36.1883,USC00047150,82.05,74.8,102.01,37,6.38,1.51,0.13,1.01,14.23,27.83,65.54,63.42,36.1883,-120.6953,701,CA,475.91
-116.9081,33.0114,USC00047228,53.22,60.21,87.9,24.33,6.44,2.86,2.78,5.41,8.83,14.79,57.88,49.06,33.0114,-116.9081,448.1,CA,373.71
-117.6525,35.3692,USC00047253,29,20.2,37.95,8.65,2.09,1.68,4.16,9.87,5.41,8.97,20.78,24.64,35.3692,-117.6525,1088.1,CA,173.4
-117.1894,34.0528,USC00047306,48.15,46.17,47.88,27.35,5.34,0.92,3.1,7.91,14.16,16.89,36.72,43.44,34.0528,-117.1894,401.7,CA,298.03
-122.2386,37.4767,USC00047339,93.75,92.98,98.39,28.81,8.29,0.87,0.24,0.59,8.74,27.73,89,79.8,37.4767,-122.2386,9.4,CA,529.19
-123.7931,40.0261,USC00047404,244.02,272.45,279.53,99.4,63.68,16.48,2.45,13.6,47.28,123.76,304.73,301.52,40.0261,-123.7931,153.3,CA,1768.9
-122.3772,37.9192,USC00047414,105.82,93.86,111.69,34.39,10.46,2.73,0.3,0.97,11.11,31.39,107.86,80.54,37.9192,-122.3772,6.1,CA,591.12
-117.3881,33.9511,USC00047470,39.27,38.28,48.41,20.13,2.68,0.43,0.36,5.93,8.05,13.07,33.3,28.62,33.9511,-117.3881,256,CA,238.53
-117.3614,33.9669,USC00047473,39.69,37.65,50.25,21.16,2.86,0.71,0.8,5.33,8.48,9.47,32.23,30.63,33.9669,-117.3614,300.5,CA,239.26
-120.2406,39.4317,USC00047641,82.99,160.27,146.09,46.09,27.59,15.72,10.96,13.72,45.47,68.87,172.69,111.96,39.4317,-120.2406,1931.5,CA,902.42
-122.4714,38.5067,USC00047643,145.36,179.63,149.08,42.07,19.36,1.7,0,1.17,19.2,45.92,152.49,134.64,38.5067,-122.4714,68.6,CA,890.62
-121.6656,36.6594,USC00047668,55.49,57.2,80.72,23.07,7.51,1.97,0,0.63,10.77,14.9,60.39,40,36.6594,-121.6656,13.7,CA,352.65
-120.2189,38.5006,USC00047689,156.83,196.46,216.73,88.49,40.97,17.89,4.18,3.81,53.88,83.54,217.71,156.15,38.5006,-120.2189,1127.8,CA,1236.64
-117.2539,34.1344,USC00047723,61.66,58.09,71.93,29.17,4.88,0.31,1.8,10.12,10.07,20.13,48.91,53.45,34.1344,-117.2539,347.5,CA,370.52
-122.5053,37.7281,USC00047767,90.56,84.07,79.7,19.51,9.21,2.48,0.08,0.41,5.3,29.95,78.05,75.38,37.7281,-122.5053,2.4,CA,474.7
-118.1,34.1061,USC00047785,61.01,68.87,91.35,35.92,6.01,1.1,0.64,5.65,19.01,18.42,55.49,50.89,34.1061,-118.1,137.2,CA,414.36
-122.3617,37.3117,USC00047807,130.89,107.21,145.33,47.12,17.79,4.94,2.69,2.02,15.07,41.6,118.13,112.07,37.3117,-122.3617,83.8,CA,744.86
-116.9583,33.7869,USC00047813,42.66,42.26,58.66,20.11,6.53,2.02,5.68,5.91,9.69,13.63,34.83,41.56,33.7869,-116.9583,475.5,CA,283.54
-121.9239,37.3592,USC00047821,65.05,53.3,70.32,26.95,9.84,0.44,0.71,0.08,10.19,22.97,59.13,47.91,37.3592,-121.9239,15.5,CA,366.89
-121.0578,37.0533,USC00047846,38.82,40.26,41.68,14.88,5.96,1.33,0,4.85,10.84,13.38,40.94,34.21,37.0533,-121.0578,84.4,CA,247.15
-120.665,35.3039,USC00047851,89.48,98.69,109.37,33.24,7.06,0.9,0.47,2.56,12.2,28.62,67.7,78.27,35.3039,-120.665,93.9,CA,528.56
-116.9975,33.0956,USC00047874,42.63,51.77,74,28.67,4.65,4,0.5,2.71,8.43,13.98,49.09,53.13,33.0956,-116.9975,128,CA,333.56
-122.5372,37.9983,USC00047880,137.66,139.36,149.74,41.83,11.45,2.92,0,0,13.29,34.61,131.23,150.46,37.9983,-122.5372,36.6,CA,812.55
-117.8667,33.7442,USC00047888,48.17,53.36,59.75,21.97,2.48,0.7,0.38,2.05,10.36,13.3,47.16,39.96,33.7442,-117.8667,41.1,CA,299.64
-119.6844,34.4167,USC00047902,71.83,78.65,59.22,37.35,2.51,0.65,0.44,3.08,7.91,12.47,60.91,51.72,34.4167,-119.6844,1.5,CA,386.74
-121.9911,36.9906,USC00047916,118.81,121.29,156.12,42.53,16.03,1.63,0.33,0.97,16.34,34.29,121.89,101.73,36.9906,-121.9911,39.6,CA,731.96
-118.4997,34.0075,USC00047953,40.13,55.01,55.42,17.16,2.23,0.23,0.1,3.06,8.21,10.77,44.98,35.44,34.0075,-118.4997,4.3,CA,272.74
-119.1331,34.3119,USC00047957,67.88,65.39,68.9,25.22,2.54,0.33,0.18,2.85,10.11,15.86,53.84,50.06,34.3119,-119.1331,72.2,CA,363.16
-122.6978,38.4381,USC00047965,135.52,126.31,141.54,33.32,22.7,2.34,0.16,2.45,21.5,40.92,140.7,118.26,38.4381,-122.6978,53,CA,785.72
-124.1036,40.4831,USC00048045,184.53,165.16,202.68,70.8,40.9,18.45,2.44,12.81,23.5,78.82,208.21,217.9,40.4831,-124.1036,41.5,CA,1226.2
-122.4161,40.7142,USC00048135,231.6,213.03,280.18,93.37,88.56,19.79,6.54,10.09,54.56,84.36,242.37,232.34,40.7142,-122.4161,327.7,CA,1556.79
-124.0728,40.0331,USC00048163,213.7,202.9,239.36,90.48,82.74,36.96,10.08,31.59,46.14,120.04,251.36,269.33,40.0331,-124.0728,75,CA,1594.68
-116.2708,35.9717,USC00048200,13.22,9.8,21.31,6.74,9.1,1.65,7.47,20.14,4.72,6.04,15.62,16.89,35.9717,-116.2708,471.2,CA,132.7
-120.6228,39.5678,USC00048207,209.41,306.83,306.02,103.29,70.73,21.39,8.73,11.96,68.51,131.14,331.78,228.06,39.5678,-120.6228,1292.4,CA,1797.85
-122.4622,38.2994,USC00048351,141.88,134.51,147.03,39.24,15.74,2.27,0.03,3.05,14.45,38.14,130.47,115.85,38.2994,-122.4622,29.6,CA,782.66
-120.3872,37.9672,USC00048353,135.77,138.45,173.1,76.87,16.89,3.16,0.23,3.47,25.4,51.25,137.98,115.41,37.9672,-120.3872,510.5,CA,877.98
-119.6331,37.5072,USC00048380,142.07,191.84,180.7,68.96,26.68,14.52,1.79,2.42,33.39,63.6,157.07,107.12,37.5072,-119.6331,1538.3,CA,990.16
-123.7275,39.8778,USC00048490,241.32,302.89,289.74,92.65,74.06,17.82,6.21,13.98,45.71,125.15,323.92,310.59,39.8778,-123.7275,260,CA,1844.04
-121.3178,37.9994,USC00048560,67.73,67.39,84.53,35.46,8.21,2.59,0.1,0.2,18.24,22.86,70.66,53.19,37.9994,-121.3178,3.7,CA,431.16
-122.5339,39.5858,USC00048587,91.43,63.12,85.24,25.93,16.14,6.37,2.28,1.81,16.94,32.72,75.74,84.77,39.5858,-122.5339,243.8,CA,502.49
-121.1078,39.5631,USC00048606,257.54,320.67,347.25,144.42,68.66,17.93,2.77,3.77,73.25,120.45,348.93,304.76,39.5631,-121.1078,1160.7,CA,2010.4
-117.19,33.7156,USC00048655,32.27,43.93,51.65,24.37,6.04,1.14,1.34,12.21,5.23,8.35,23.53,30.25,33.7156,-117.19,432.8,CA,240.31
-120.6631,40.4167,USC00048702,41.16,49.68,41.14,19.05,19.07,10.27,4.12,5.01,20.15,26.99,68.67,35.58,40.4167,-120.6631,1275.3,CA,340.89
-119.43,35.1503,USC00048752,20.58,21.73,29.95,14.26,4.34,1,0.17,2.37,19.71,26.94,22.52,11.4,35.1503,-119.43,235.6,CA,174.97
-120.1428,39.1678,USC00048758,109.24,145.16,130.89,46.28,24.7,21.02,7.38,10.54,40.27,57.19,166.66,112.57,39.1678,-120.1428,1898.9,CA,871.9
-118.45,35.1333,USC00048826,33.14,30.21,71.23,16.14,8.77,2.99,2.86,10.5,6.57,14.61,50.31,40.63,35.1333,-118.45,1224.4,CA,287.96
-120.4333,40.8667,USC00048873,19.51,21.44,25.41,17.01,24.11,15.32,6.38,7.13,19.6,20.99,40.68,26.46,40.8667,-120.4333,1615.4,CA,244.04
-118.8619,36.465,USC00048917,113.14,110.8,130.61,54.33,17.1,7.22,0.93,1.04,29.76,32.5,102.37,80.35,36.465,-118.8619,347.5,CA,680.15
-120.4992,38.4461,USC00048928,167.1,191.66,224.64,80.73,31.35,6.16,0.54,1.76,43.25,74.22,206.11,143.82,38.4461,-120.4992,717.8,CA,1171.34
-121.5828,37.7967,USC00049001,54.46,52.91,52.87,21.38,6.13,3.85,0.08,1.4,13.66,18.08,55.47,42.32,37.7967,-121.5828,18.6,CA,322.61
-122.7947,40.7264,USC00049026,105.45,113.83,132.03,39.67,31.48,10.53,7.13,6.74,35.64,51.04,147.23,124.21,40.7264,-122.7947,567.2,CA,804.98
-117.3908,35.7636,USC00049035,17.35,12.48,11.87,3.04,2.34,2.74,2.76,16.55,4.36,3.62,11.41,12.81,35.7636,-117.3908,516.6,CA,101.33
-120.173,39.3331,USC00049043,93.85,128.77,121.53,49.34,24.97,18.04,11.64,12.76,40.62,53.56,153.37,102.72,39.3331,-120.173,1774.9,CA,811.17
-121.4744,41.96,USC00049053,38.23,33.7,31.76,25.35,23.39,19.74,12.21,12.71,19.43,22.28,39.42,35.04,41.96,-121.4744,1229.9,CA,313.26
-120.855,37.5006,USC00049073,48.94,40.82,61.59,22.95,6.37,0.86,0,0,17.2,18.15,50.43,38.28,37.5006,-120.855,35.1,CA,305.59
-117.7539,33.7025,USC00049087,44.66,55.01,57.15,26.87,2.73,0.55,0.4,4.91,10.76,15.47,46.6,41.15,33.7025,-117.7539,71.6,CA,306.26
-116.0369,34.1281,USC00049099,10.48,8.46,13.07,1.59,3.67,0.39,20.55,22.32,9.17,8.22,7.7,16.32,34.1281,-116.0369,602,CA,121.94
-120.0403,38.7086,USC00049105,147.77,178.61,194.78,75.19,47.88,25.13,15.37,19.2,48.3,78.66,214.22,145.72,38.7086,-120.0403,2438.4,CA,1190.83
-120.3211,34.9881,USC00049111,76.82,62.7,89.46,36.38,4.28,0.97,0.08,1,11.42,19.24,49.75,49.3,34.9881,-120.3211,177.4,CA,401.4
-123.2103,39.1467,USC00049122,157.59,142.93,160.75,53.79,24.96,5.06,1.05,2.89,27.02,61.69,175.99,152.02,39.1467,-123.2103,193.9,CA,965.74
-118.4428,34.0697,USC00049152,59.82,79.8,78.1,29.32,3.55,0.44,0.31,2.96,14.59,22.34,56.66,47.18,34.0697,-118.4428,131.1,CA,395.07
-121.9608,38.3956,USC00049200,107.33,113.3,110.12,34.64,9.77,0.57,0,0.3,14.4,27.17,110.96,83.75,38.3956,-121.9608,33.5,CA,612.31
-117.3058,34.535,USC00049325,24.79,11.96,26.97,11.36,4.79,0.28,4.21,10.06,4.98,8.71,17.02,24.13,34.535,-117.3058,871.1,CA,149.26
-120.1858,39.8056,USC00049351,37.49,59.01,46.11,18.68,19.45,12.83,10.08,10.48,22.63,27.76,67.49,37.13,39.8056,-120.1858,1508.8,CA,369.14
-119.2992,36.3283,USC00049367,40.3,43.19,51.5,22.48,6.78,2.06,0.69,0.49,6.12,13.01,42.59,28.16,36.3283,-119.2992,99.1,CA,257.37
-117.2269,33.2294,USC00049378,40.34,44.31,61.82,28.17,3.47,2.62,0.99,2.66,10.69,15.28,47.34,48.18,33.2294,-117.2269,155.4,CA,305.87
-122.9975,38.7161,USC00049440,199.79,160.55,212.66,60.03,23.93,2.83,0.48,3.74,22.33,60.02,182.22,188.93,38.7161,-122.9975,68.3,CA,1117.51
-119.3519,35.5892,USC00049452,28.27,20.67,39.16,20.06,1.91,2.91,0.45,1.94,5.33,6.44,22.55,16.88,35.5892,-119.3519,88.7,CA,166.57
-121.7692,36.9308,USC00049473,99.11,90.88,114.2,45.29,10.57,1.81,0.25,0.15,13.44,27.51,93.11,75.75,36.9308,-121.7692,29,CA,572.07
-122.9331,40.7222,USC00049490,143.46,137.77,144.45,49.08,37.08,12.56,7.48,6.52,34.84,61.93,178.35,153.41,40.7222,-122.9331,599.8,CA,966.93
-122.5281,40.6117,USC00049621,236.58,210.57,308.39,93.98,84.11,21.73,6.09,4.05,51.31,80.55,264.55,230.58,40.6117,-122.5281,394.7,CA,1592.49
-117.1853,36.2656,USC00049671,22.11,10.01,31.44,8.44,5.82,4.49,8.88,35.12,12.6,4.3,14.49,16.41,36.2656,-117.1853,1249.7,CA,174.11
-123.3425,39.4194,USC00049684,184.79,196.61,200.23,65.28,41.73,9.18,1.3,2.82,31.35,76.18,250.24,200.37,39.4194,-123.3425,412.4,CA,1260.08
-121.9683,38.5228,USC00049742,106.44,92.14,103.7,30.34,11.26,1.66,0,1.02,14.16,26.05,99.1,82,38.5228,-121.9683,41.1,CA,567.87
-121.7942,38.6828,USC00049781,98.07,75.82,100.26,32.39,9.72,3.45,0,1.55,23.84,32.64,89.49,70.78,38.6828,-121.7942,21,CA,538.01
-122.2567,37.4286,USC00049792,133.87,126.79,140.11,42.04,11.76,1.77,0.66,0.46,9.98,28.73,132.56,108.7,37.4286,-122.2567,115.8,CA,737.43
-117.6386,34.3617,USC00049822,66.83,66.69,94.41,26.03,16.29,0.16,12.27,22.51,13.08,30.85,65.39,93.61,34.3617,-117.6386,1828.8,CA,508.12
-119.5897,37.75,USC00049855,120.38,156.47,149.86,61.88,28.32,21.53,13.72,3.21,31.53,69.37,153.42,111.33,37.75,-119.5897,1224.7,CA,921.02
-122.6408,41.7036,USC00049866,56.13,68.13,48.29,18.03,24,23.77,10.71,12.16,19.5,27.39,95.4,87.15,41.7036,-122.6408,800.1,CA,490.66
-117.6003,34.0561,USW00003102,48.72,58.73,55.09,29.75,2.65,1.85,0.1,2.37,7.06,9.86,39.8,36.55,34.0561,-117.6003,289.3,CA,292.53
-116.1594,33.6267,USW00003104,10.61,12.23,10.7,1.23,1.5,0.26,4.81,11.11,4.48,7,8.46,10.36,33.6267,-116.1594,-36,CA,82.75
-118.3411,33.8017,USW00003122,56.42,53.82,58.64,23.75,3.4,0.43,0.73,1.68,9.48,14.49,50.71,41.43,33.8017,-118.3411,27.4,CA,314.98
-117.1394,32.8158,USW00003131,41.31,40.93,57.17,27.34,2.59,3.23,0.25,0,9.28,12.99,43.16,32.17,32.8158,-117.1394,127.1,CA,270.42
-118.2117,34.7411,USW00003159,25.43,22.18,37.33,7.95,1.78,0.61,2.24,7.19,4.43,10.9,23.75,30.46,34.7411,-118.2117,712.6,CA,174.25
-116.4728,32.6233,USW00003164,48.85,56.37,73.82,21.63,3.22,2.22,10.47,24.09,12.59,20.32,48.03,47.41,32.6233,-116.4728,801.6,CA,369.02
-117.9789,33.8719,USW00003166,41.89,54,50.57,23.6,2.21,0.68,0.8,0.36,22.08,12.11,33.44,36.06,33.8719,-117.9789,29.3,CA,277.8
-118.3342,33.9228,USW00003167,42.92,51.13,57.47,22.62,2.36,0.44,0.21,0,20.61,11.69,41.42,35.71,33.9228,-118.3342,19.2,CA,286.58
-117.4386,33.9519,USW00003171,28.07,39.73,43.64,21.22,0.9,0.34,0,0,0,4.9,22.4,28.27,33.9519,-117.4386,245.4,CA,189.47
-117.2794,33.1281,USW00003177,33.72,45.14,30.61,19.37,3.1,0.8,0.57,1.04,3.19,12.74,68.91,27.04,33.1281,-117.2794,100,CA,246.23
-116.9794,32.5722,USW00003178,33.69,42.57,54.22,25.04,3.12,4.09,0.58,8.07,8.78,11.36,37.59,31.6,32.5722,-116.9794,157,CA,260.71
-117.6361,33.9753,USW00003179,38.05,50.85,46.83,24.18,1.14,1.01,0.41,0,7.37,16.24,23.04,29.97,33.9753,-117.6361,198.1,CA,239.09
-119.95,36.3333,USW00023110,35.57,25.96,40.82,18.73,5.11,1.37,0.05,1.35,10.02,9.62,20.57,21.27,36.3333,-119.95,70.7,CA,190.44
-118.1464,33.8117,USW00023129,39.02,45.42,51.44,17.19,4.51,0.31,0.8,1.82,10.18,13.17,42.35,37.64,33.8117,-118.1464,9.4,CA,263.85
-118.4892,34.2097,USW00023130,48.25,40.66,54.17,22.46,4.79,0.5,0.11,0,17.98,9.76,30.68,38.63,34.2097,-118.4892,234.7,CA,267.99
-119.0833,34.2167,USW00023136,46.57,40.72,61.26,26.6,3.47,0.43,0.08,0.93,8.41,11,56.68,31.81,34.2167,-119.0833,23.5,CA,287.96
-118.3575,34.2006,USW00023152,55.28,55.87,80.31,36.82,3.32,0.89,0.61,4.62,11.3,21.07,41.71,47.56,34.2006,-118.3575,225.9,CA,359.36
-119.0542,35.4344,USW00023155,22.66,18.33,32.55,11.53,3.17,3.11,0,3.2,4.38,5.71,22.42,14.8,35.4344,-119.0542,149,CA,141.86
-116.9814,33.9286,USW00023156,65.02,56.88,81.45,32.57,15.91,2.95,8.86,8.72,19.45,22.23,55.96,59.37,33.9286,-116.9814,789.7,CA,429.37
-118.3581,37.3711,USW00023157,18.59,15.37,9.8,11.23,7.28,6.57,5.48,5.94,6.76,3.04,21.55,16.96,37.3711,-118.3581,1250.3,CA,128.57
-114.7142,33.6186,USW00023158,5.99,5.51,10.52,2.82,0.58,0.18,12.66,19.57,10.38,5.96,10.44,17.56,33.6186,-114.7142,120.4,CA,102.17
-116.7858,34.8536,USW00023161,14.27,8.39,12.66,4.88,2.25,2.4,17.72,12.56,5.74,5.3,7.98,15.64,34.8536,-116.7858,584.3,CA,109.79
-118.3889,33.9381,USW00023174,44.71,55.66,52.77,20.85,3,0.34,0.43,4.01,12.61,11.03,45.22,34.53,33.9381,-118.3889,29.6,CA,285.16
-114.6189,34.7675,USW00023179,11.79,11.46,12.14,10.47,3.43,0.14,6.22,22.46,15.18,9.47,14.19,16.28,34.7675,-114.6189,271.3,CA,133.23
-118.0836,34.6294,USW00023182,16.93,28.46,38.52,6.43,4.19,4.34,0.8,1.72,2.68,9.41,14.41,21.28,34.6294,-118.0836,769.3,CA,149.17
-118.7242,34.7436,USW00023187,32.46,30.55,36.44,17.52,1.66,0.3,0.36,0.97,7.4,6.88,26.7,56.54,34.7436,-118.7242,1374.6,CA,217.78
-117.1831,32.7336,USW00023188,34.4,38.64,54.29,25.59,1.84,2.59,0.62,1.2,7.12,12.13,45.1,42.23,32.7336,-117.1831,4.6,CA,265.75
-119.8425,34.4258,USW00023190,63.52,78.68,80.58,28.39,2.56,1.17,0.14,6.8,16.84,16.63,50.85,53.89,34.4258,-119.8425,2.7,CA,400.05
-122.8103,38.5039,USW00023213,157.43,168.56,154.05,52.39,20.4,3.02,0,0,13.72,50.33,155.55,119.78,38.5039,-122.8103,34.7,CA,895.23
-120.7103,39.2775,USW00023225,206.44,278.44,309.84,118.9,61.48,19.36,5.24,7.13,56.97,116.24,301.42,252.25,39.2775,-120.7103,1608.1,CA,1733.71
-122.2208,37.7214,USW00023230,70,76.42,107.97,25.02,9.06,3.78,0,0.32,15.84,32.27,79.85,73.12,37.7214,-122.2208,1.8,CA,493.65
-121.495,38.5069,USW00023232,77.38,72.45,87.48,30.51,9.89,3.61,0,0.97,18.76,27.99,72.24,60.24,38.5069,-121.495,4.6,CA,461.52
-121.6081,36.6636,USW00023233,44.92,46.29,64.43,18.89,5.48,1.51,0.17,0.38,10.92,12.96,47.92,33.69,36.6636,-121.6081,22.6,CA,287.56
-122.3647,37.6197,USW00023234,96.13,78.84,94.14,27.85,6.42,2.52,0.17,0.34,10.16,25.46,79.31,74.36,37.6197,-122.3647,2.4,CA,495.7
-121.2258,37.8892,USW00023237,58.77,51.32,72.07,22.35,8.48,2.33,0.18,0.06,18.48,23.03,56.22,44.48,37.8892,-121.2258,7.9,CA,357.77
-122.3167,37.7333,USW00023239,94.55,74.31,89.23,25.92,9.53,3.03,0.21,0.52,10.92,29.56,81.17,71.87,37.7333,-122.3167,4.9,CA,490.82
-122.0481,37.4058,USW00023244,62.48,57.41,67.08,23.73,7.75,0.92,0.74,0.18,10.54,21.3,56.72,48.98,37.4058,-122.0481,11.9,CA,357.83
-122.055,37.9917,USW00023254,74.92,69.8,82.01,30.02,8.07,1.22,0,0,10.23,24.87,48.03,66.43,37.9917,-122.055,5.5,CA,415.6
-120.5128,37.2847,USW00023257,54.12,51.26,64.24,21.33,11.62,0,0,0,20,23.46,51.86,35.07,37.2847,-120.5128,46.3,CA,332.96
-120.9506,37.6242,USW00023258,52.47,47.66,71.86,23.59,6.4,1.5,0.03,0.69,17.18,20.77,52.12,38.35,37.6242,-120.9506,22.3,CA,332.62
-121.8453,36.5881,USW00023259,69.36,52.8,73.83,25.65,8,1.93,0.88,0.5,9.14,21.81,65.09,52.44,36.5881,-121.8453,50.3,CA,381.43
-121.4169,38.5556,USW00023271,87.55,80.98,99.05,32.68,10.39,3.01,0.03,1.2,18.31,30.54,92.11,73.65,38.5556,-121.4169,11.6,CA,529.5
-122.4269,37.7706,USW00023272,93.88,85.96,103.95,30,10.54,3.73,0.11,1.03,11.48,29.83,98.29,80.25,37.7706,-122.4269,45.7,CA,549.05
-120.4486,34.8994,USW00023273,50.93,52.45,69.84,25.14,2.17,0.51,0.03,1.33,7.3,14.22,37.88,44.47,34.8994,-120.4486,73.8,CA,306.27
-121.7886,36.9358,USW00023277,79.17,93.67,105.87,30.04,7.37,2.96,0.18,5.15,14.73,24.25,74.23,57.61,36.9358,-121.7886,48.8,CA,495.23
-121.8144,37.6928,USW00023285,64.82,67.07,66.39,23.47,8.71,0.97,0,0.08,8.5,24.92,67.06,49.85,37.6928,-121.8144,119.8,CA,381.84
-121.9239,37.3592,USW00023293,59.75,49.24,59.13,27.1,5.8,0.74,0.19,0.56,10.19,31.82,59.58,40.25,37.3592,-121.9239,15.5,CA,344.35
-124.1603,40.8097,USW00024213,139.79,124.28,142.63,59.66,45.04,18.28,4.4,12.56,20.23,66.26,166.22,167.91,40.8097,-124.1603,6.1,CA,967.26
-122.3328,41.3325,USW00024215,133.12,139.58,163.42,53.87,51.09,22.3,16.16,11.08,28.91,67.51,152.49,138.9,41.3325,-122.3328,1077.5,CA,978.43
-122.2536,40.1519,USW00024216,96.06,70.44,99.88,28.24,30.01,10.69,2.97,5.12,29.26,42.1,93.12,86.91,40.1519,-122.2536,107.6,CA,594.8
-122.2986,40.5175,USW00024257,117.43,92.15,128.55,61.25,41.01,16.88,2.44,6.79,30.75,56.33,164.59,123.53,40.5175,-122.2986,151.5,CA,841.7
-124.1086,40.9781,USW00024283,150.42,158.21,156.45,78.52,49.99,26.68,7.17,20.85,25.23,78.69,204.44,184.67,40.9781,-124.1086,61,CA,1141.32
-119.6289,36.3189,USW00053119,30.89,23.2,42.78,19.75,9.82,4.34,0,1.57,11.88,11.47,34.64,24.25,36.3189,-119.6289,75.9,CA,214.59
-116.9158,33.0375,USW00053120,34.05,52.16,72.54,30.53,3.17,3.81,0.7,3.18,7.44,13.37,64.35,43.42,33.0375,-116.9158,424.6,CA,328.72
-117.7333,33.6667,USW00093101,45.87,52.37,62.67,29.74,6.25,1.32,0.83,3.2,11.69,12.77,42.95,44.37,33.6667,-117.7333,116.1,CA,314.03
-117.1333,32.8667,USW00093107,35.13,36.52,60.57,20.8,3.11,0.93,0.67,1.31,6.67,11.13,43.65,43.59,32.8667,-117.1333,145.4,CA,264.08
-119.2069,34.2008,USW00093110,49.99,55.69,77.61,22.15,5.63,0.28,0.32,0.62,10.88,10.53,45.78,41.08,34.2008,-119.2069,11,CA,320.56
-119.1167,34.1167,USW00093111,49.21,52.9,50.9,21.71,2.22,0.19,0.72,3.66,11.23,10.63,44.31,39.51,34.1167,-119.1167,4,CA,287.19
-117.2,32.7,USW00093112,26.36,33.33,44.72,20.26,0.8,1.98,0.31,0.84,6.51,12.97,40.04,36.19,32.7,-117.2,7.9,CA,224.31
-117.8333,33.7,USW00093114,34.1,48.2,57.81,24.42,2.4,0.52,0.41,2.75,13.1,10.05,42.57,34.22,33.7,-117.8333,18,CA,270.55
-118.2353,34.0511,USW00093134,47.64,59.6,63.63,31.17,4.9,0.19,0.48,3.21,14.56,13.57,41.53,42.28,34.0511,-118.2353,70.1,CA,322.76
