X,Y,id,gen,feb,mar,apr,mag,giu,lug,ago,sett,ott,nov,dic,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE,tot_mesi
-118.5744,34.1819,USC00041484,105.69,129.65,34.59,20.41,9.31,0.13,0.18,0.15,0.51,28.72,22.9,82.31,34.1819,-118.5744,240.8,CA,434.55
-121.0883,40.1703,USC00041497,121.4,145.87,104.93,79.39,46.39,10.05,1.44,5.14,6.92,52.61,92.2,230.14,40.1703,-121.0883,1389.9,CA,896.48
-123.1392,41.1417,USC00041606,110.4,89.4,105.96,66.57,49.83,20.17,12.55,6.78,5.44,59.3,131.73,255.1,41.1417,-123.1392,704.1,CA,913.23
-120.1803,41.5306,USC00041614,26.26,21.82,28.6,34.08,32.27,8.43,4.16,5.9,6.73,24.04,44.07,55.12,41.5306,-120.1803,1408.5,CA,291.48
-119.9161,37.9747,USC00041697,177.82,195.18,140.68,117.82,63.51,5.59,2.58,5,6.99,96.18,113.52,293.49,37.9747,-119.9161,1452.4,CA,1218.36
-121.2422,40.3033,USC00041700,125.72,115.75,86.96,76.51,43.29,9.5,5.44,3.84,4.21,49.26,81.09,206.73,40.3033,-121.2422,1380.7,CA,808.3
-121.8211,39.6911,USC00041715,103.02,99.27,77.82,49.98,22.72,5.77,0.71,1.35,2.79,36.15,67.55,97.1,39.6911,-121.8211,56.4,CA,564.23
-117.0858,32.64,USC00041758,48.65,61.31,17.48,16.26,4.05,0.03,0.17,0,0.43,22.58,9.07,44.42,32.64,-117.0858,17.1,CA,224.45
-122.5672,38.9239,USC00041806,150.5,146.04,77.63,59.54,25.35,2.16,0.2,2.89,1.18,31.76,72.83,222.89,38.9239,-122.5672,411.2,CA,792.97
-123.0175,38.8,USC00041838,190.6,183.73,113.16,80.04,36.62,3.01,0.25,0,0.76,58.13,116.33,295.88,38.8,-123.0175,100.6,CA,1078.51
-120.3606,36.1356,USC00041864,51.04,42.49,23.51,11.31,9.37,0.51,0.15,0.53,2.03,8.09,11.43,41.38,36.1356,-120.3606,204.2,CA,201.84
-120.9481,39.0911,USC00041912,131.46,169.45,124.92,93.93,49.27,7.21,0.08,3.16,4.84,59.25,108.03,265.15,39.0911,-120.9481,725.4,CA,1016.75
-122.0269,39.1875,USC00041948,84.3,66.86,37.75,30.18,17.03,2.71,0.41,1.65,2.72,24.76,44.16,104.35,39.1875,-122.0269,15.2,CA,416.88
-122.0692,37.9833,USC00041967,69.08,85.5,45.12,37.21,12.11,0.41,0,0.51,0.88,21.31,45.2,132.15,37.9833,-122.0692,12.2,CA,449.48
-119.5817,36.0975,USC00042012,36.52,29.37,17.43,18.67,8.42,0.28,0.03,0.66,1.37,9.85,13.73,37.5,36.0975,-119.5817,61,CA,173.83
-123.2444,39.8158,USC00042081,161,145.15,97.96,89.91,41.64,13.38,1.14,4.71,3.7,55.18,116.75,297.58,39.8158,-123.2444,430.7,CA,1028.1
-124.2147,41.7958,USC00042147,259.62,209.49,219.15,164.73,74.78,51.5,5.48,11.98,23.55,109.81,245.81,436.01,41.7958,-124.2147,13.1,CA,1811.91
-118.4136,34.0053,USC00042214,60.79,99.44,32.35,13.05,8.72,0.13,0.23,0,1.55,16.43,21.62,72.08,34.0053,-118.4136,20.7,CA,326.39
-116.5872,32.9897,USC00042239,120.77,163.91,80.69,67.21,12.83,0.1,9.77,10.24,6.44,79.77,56.15,153.29,32.9897,-116.5872,1414.3,CA,761.17
-121.7761,38.535,USC00042294,81.65,86.98,43.62,34.6,9.25,3.1,0.3,2.13,1.7,24.95,48.94,124.99,38.535,-121.7761,18.3,CA,462.21
-116.8669,36.4622,USC00042319,12.54,19.5,2.27,3.08,0.12,1.86,1.38,2.3,6.2,2.26,5.49,7.28,36.4622,-116.8669,-59.1,CA,64.28
-117.9803,37.3739,USC00042331,17.49,37.32,9.01,7,11.54,0.33,30.12,18.71,4.79,8.99,16.28,16.73,37.3739,-117.9803,1592.6,CA,178.31
-121.6108,39.8717,USC00042402,243.59,290.76,170.5,159.03,73.88,14.44,2.05,1.04,8.09,101.79,157.49,447.59,39.8717,-121.6108,826,CA,1670.25
-121.2011,39.3575,USC00042456,115.68,162.87,137.63,84.09,60.42,7.47,0,5.34,6.99,65.34,126.87,283.05,39.3575,-121.2011,499.9,CA,1055.75
-120.2331,39.3239,USC00042467,90.02,145.22,117.27,72.73,51.72,8.97,2.24,5.39,5.07,54.02,98.74,253.81,39.3239,-120.2331,1809.6,CA,905.2
-120.8239,39.5633,USC00042500,209.61,225.23,200.06,146.41,89.64,13.47,0.03,5.18,7.57,94.3,166.06,394.81,39.5633,-120.8239,888.5,CA,1552.37
-120.0828,39.9717,USC00042506,25.45,26.26,24.76,24.19,15.39,8.68,1.57,4.89,3.17,25.32,38.53,85.98,39.9717,-120.0828,1338.1,CA,284.19
-122.2736,41.1833,USC00042574,235.51,252.09,171.67,125.97,76.08,31.35,3.4,4.62,11.49,97.46,173.28,452.67,41.1833,-122.2736,661.4,CA,1635.59
-115.4508,33.8089,USC00042598,17.01,19.46,5.89,1.29,0,0,7.71,11.92,4.5,6.41,3.82,18.83,33.8089,-115.4508,296.6,CA,96.84
-122.5178,39.3592,USC00042640,121.37,94.28,45.21,39.02,16.19,4.39,0.62,1.03,5.44,26.79,63.3,137.63,39.3592,-122.5178,367.3,CA,555.27
-120.0333,38.7833,USC00042671,171.46,170.35,100.9,138.33,72.13,27.99,6.76,13.59,18.52,103.95,115.99,263.73,38.7833,-120.0333,2240.3,CA,1203.7
-116.975,32.8139,USC00042706,48.47,66.78,30.79,21.55,3.02,0.48,8.48,0.57,0.98,24.02,26.81,65.01,32.8139,-116.975,123.4,CA,296.96
-116.8164,32.8839,USC00042709,64.59,94.91,48.97,35.36,7.23,0.36,0.85,0.02,0.83,30.48,29.24,81.68,32.8839,-116.8164,182.9,CA,394.52
-115.5617,32.7669,USC00042713,9.83,12.87,6.09,1.94,0.05,0,1.03,9.42,1.5,8.11,5.28,5.81,32.7669,-115.5617,-9.1,CA,61.93
-120.6706,38.3306,USC00042728,121.77,126.95,100.2,78.71,28.69,3.26,0.21,1.06,3.41,39.43,75.76,198.14,38.3306,-120.6706,217.9,CA,777.59
-117.6303,34.5892,USC00042771,21.64,34.71,10.02,7.25,0.85,0.35,5.81,5.42,4.13,12.1,11.35,18.37,34.5892,-117.6303,899.2,CA,132
-117.3319,33.6692,USC00042805,97.81,82.57,20.85,17.19,0.74,0,7.4,0.03,9.36,24.67,14.43,74.03,33.6692,-117.3319,391.7,CA,349.08
-117.0883,33.1211,USC00042863,65.69,93.97,29.56,30.8,6.5,0.99,2.31,3.71,0.34,26.84,19.15,70.4,33.1211,-117.0883,182.9,CA,350.26
-122.0678,38.2736,USC00042934,99.63,119.3,60.97,42.77,18.09,0.91,0,0.84,1.79,35.38,61.33,188.13,38.2736,-122.0678,12.2,CA,629.14
-118.4242,34.705,USC00042941,111.1,119.87,30.3,29.15,6.47,0.15,1.94,0.51,3.31,32.58,33.23,70.88,34.705,-118.4242,932.7,CA,439.49
-120.1561,36.3642,USC00043083,40.6,34.16,18.82,11.68,7.39,1.32,0,0.19,2.14,11.98,12.22,40.18,36.3642,-120.1561,86.9,CA,180.68
-120.09,41.52,USC00043157,52.76,42.85,46.13,43.5,30.56,13.11,1.23,6.52,7.58,28.62,55.35,86.94,41.52,-120.09,1442.3,CA,415.15
-123.7567,39.5092,USC00043161,167.88,174.42,126.72,107.09,41.16,19.94,1.57,1.43,6.45,66.13,114.35,284.19,39.5092,-123.7567,37.5,CA,1111.33
-122.0158,37.5422,USC00043244,58.67,71.16,53.59,34.42,8.85,1.04,0,0,2.57,20.01,35.66,95.79,37.5422,-122.0158,11.6,CA,381.76
-119.7072,36.9969,USC00043261,68.37,61.98,39.83,35.9,16.25,0.79,0.25,0.36,0.85,17.98,30.08,77.84,36.9969,-119.7072,125,CA,350.48
-121.5633,37.0067,USC00043417,87.84,95.95,51.73,38.63,11.44,2.16,0.06,1.95,1.92,22.16,36.85,127.44,37.0067,-121.5633,59.1,CA,478.13
-118.7006,35.7269,USC00043463,73.65,89.48,58.87,57.93,22.67,2.12,2.93,2.42,4.63,25.08,54.88,114.27,35.7269,-118.7006,957.1,CA,508.93
-114.8667,32.8833,USC00043489,15.16,22.81,12.31,1.2,2.26,1.98,5.55,2.26,2.56,8.75,4.9,13.4,32.8833,-114.8667,147.8,CA,93.14
-118.9631,36.7394,USC00043551,168.22,182.38,127.88,118.13,43.64,3.84,2.29,4.61,6.27,74.05,88.08,232.21,36.7394,-118.9631,2011.7,CA,1051.6
-121.0681,39.2042,USC00043573,163.57,200.81,153.24,121.37,63.5,8.89,0.1,5.11,7.55,71.97,123.51,354.31,39.2042,-121.0681,731.5,CA,1273.93
-122.8647,38.4306,USC00043578,175.72,177.11,95.55,73.19,35.63,4.92,0.29,0.09,1.74,69.07,101.42,301.99,38.4306,-122.8647,61,CA,1036.72
-123.9089,40.4864,USC00043647,192.07,194.77,171.63,134.48,53.97,17.41,0.6,2.74,5.93,72.72,162.14,399.28,40.4864,-123.9089,125.9,CA,1407.74
-117.9528,36.1389,USC00043710,41.81,43.77,6.83,5.51,2.33,2.26,4.51,6.83,4.75,11.16,15.43,34.59,36.1389,-117.9528,1165.9,CA,179.78
-122.4433,37.4725,USC00043714,106.01,119.78,77.77,55.36,24.17,6.83,5.14,4.77,5.57,33.89,59.25,178.05,37.4725,-122.4433,8.2,CA,676.59
-119.6369,36.3158,USC00043747,44.53,33.11,23.73,22.26,6.88,2.64,0.23,0.49,1.43,12.12,18.94,53.7,36.3158,-119.6369,72.2,CA,220.06
-121.5433,40.9317,USC00043824,60.93,56.81,43.42,51.72,35.85,12.92,2.27,5.37,7.34,24.63,53.96,85.58,40.9317,-121.5433,919,CA,440.8
-115.6289,33.7044,USC00043855,37.85,22.79,9.22,2.62,0,0,6.32,14.29,18.57,6.9,5.55,23.18,33.7044,-115.6289,417.6,CA,147.29
-122.8731,38.6175,USC00043875,185.81,190.54,114.76,82.11,48.04,3.63,0.1,0,1.37,66.67,100.59,317.27,38.6175,-122.8731,32.9,CA,1110.89
-116.8939,33.7381,USC00043896,55.93,65.23,23.78,20.26,3.81,0.05,5.69,0.1,3.55,20.79,21.9,52.54,33.7381,-116.8939,552,CA,273.63
-116.7614,33.2372,USC00043914,122.94,149.38,59.36,49.15,8.33,0.18,3.2,3.81,10.76,40.66,38.21,138.79,33.2372,-116.7614,823,CA,624.77
-119.7831,37.9614,USC00043939,136.83,137.07,107.28,107.44,62.6,5.43,5.91,5.85,6.39,67.63,96.03,203.73,37.9614,-119.7831,1179.6,CA,942.19
-121.4214,36.8483,USC00044025,70.62,58.75,48.74,31.32,8.38,1.32,0,0.21,2.27,19.87,29.24,75.5,36.8483,-121.4214,83.8,CA,346.22
-119.2206,37.2275,USC00044176,168.42,170.54,113.79,120.13,60.14,5.09,15.09,4.06,4.02,73.93,93.85,251.61,37.2275,-119.2206,2139.7,CA,1080.67
-116.7067,33.7572,USC00044211,94.03,146.06,54.43,45.37,7.3,0.95,2.96,6.35,15.21,33.56,52.85,117.7,33.7572,-116.7067,1639.8,CA,576.77
-115.5667,32.8489,USC00044223,11.42,13.65,7.33,1.89,0.14,0,0.6,5.81,2.43,7.92,5.99,7.63,32.8489,-115.5667,-19.5,CA,64.81
-118.2036,36.7981,USC00044232,32.48,21.16,4.73,2.54,2.2,1.4,4.35,2.31,2.14,6.04,20.9,42.96,36.7981,-118.2036,1204,CA,143.21
-116.2153,33.7086,USC00044259,12.71,15.08,3.3,0.48,0.12,0,0.02,2.92,0.02,9.02,4.06,21.61,33.7086,-116.2153,-6.4,CA,69.34
-117.8214,35.6514,USC00044278,24.42,35.89,7.04,1.09,0.36,1.27,5.83,2.5,3.93,5.24,10.53,34.61,35.6514,-117.8214,740.7,CA,132.71
-115.1219,34.1472,USC00044297,17.2,24.31,8.37,1.91,0.81,0,5.67,13.24,6.21,6.42,2.98,15,34.1472,-115.1219,281,CA,102.12
-120.2947,41.2683,USC00044374,40.89,29.18,39.93,66.25,63.11,37.42,7.18,11.24,11.19,33.83,56.95,72.55,41.2683,-120.2947,1645.9,CA,469.72
-122.5439,37.9569,USC00044500,180.55,201.86,108.63,77.51,35.62,3.74,0,0.08,2.01,64.57,98.62,355.53,37.9569,-122.5439,44.2,CA,1128.72
-118.4389,35.7831,USC00044523,51.08,56.16,29.28,20.27,7.64,1.85,2.95,3.61,5.11,17.15,38.09,64.03,35.7831,-118.4389,823.9,CA,297.22
-121.1378,36.2069,USC00044555,62.37,61.09,26,23.07,8.65,0.24,0.31,0.33,0.84,19.72,18.46,64.05,36.2069,-121.1378,97.5,CA,285.13
-124.0747,41.5786,USC00044577,275.47,252.57,252.43,177.95,78.88,48.5,6.08,9.62,23.73,123.05,277.51,491.59,41.5786,-124.0747,8.5,CA,2017.38
-117.7814,33.5453,USC00044647,74.71,95.96,25.64,23.96,5.32,1.88,0.81,0.16,3.15,21,20.21,79.43,33.5453,-117.7814,13.4,CA,352.23
-117.1883,34.2467,USC00044671,199.23,245.54,72.27,74.17,24.24,0.12,2.7,0.51,6.8,78.2,60.29,158.19,34.2467,-117.1883,1586.5,CA,922.26
-122.0039,38.4919,USC00044712,121.97,127.03,54.66,42.95,19.52,0.74,0.38,0.71,4.75,33.42,57.66,194.02,38.4919,-122.0039,57.9,CA,657.81
-120.6392,39.3183,USC00044713,260.28,280.97,214.52,156.63,92.82,19.66,1.21,7.4,10.32,107.42,191.38,489.19,39.3183,-120.6392,1571.5,CA,1831.8
-117.0233,32.7675,USC00044735,50.31,70.67,26.49,23.65,2.09,0.33,0.19,0.16,1.79,27.29,32.42,66.77,32.7675,-117.0233,161.5,CA,302.16
-121.5011,41.7019,USC00044838,36.45,46.38,34.69,30.41,30,30.77,6.23,9.2,7.94,24.75,50.21,38.24,41.7019,-121.5011,1453.9,CA,345.27
-119.1194,37.9567,USC00044881,66.38,58.34,27.36,21.1,13.68,5.47,8.01,13.13,4.41,26.24,38.61,102.47,37.9567,-119.1194,2071.7,CA,385.2
-119.0264,36.3817,USC00044890,61.26,56.92,35.73,43.56,16.32,0.84,0.45,0.05,1.02,18.87,33.72,80.93,36.3817,-119.0264,156.4,CA,349.67
-119.0545,36.2033,USC00044957,48.3,50.21,31.01,38.31,13.55,0.23,0.87,0.26,1.78,15.92,28.68,64.61,36.2033,-119.0545,132.6,CA,293.73
-121.7692,37.6922,USC00044997,52.62,63.98,42.77,30.86,9.86,0.71,0,0.74,3.65,22.29,35.96,91.03,37.6922,-121.7692,146.3,CA,354.47
-118.7325,36.6044,USC00045026,194.42,190.34,121.76,95.28,40.25,2.28,19.87,3.52,8.07,68.76,103.14,276.69,36.6044,-118.7325,2052.8,CA,1124.38
-121.2878,38.1061,USC00045032,68.83,71.32,52.02,43.79,12.3,2,0.18,0.87,3.45,27.99,47.83,120.46,38.1061,-121.2878,12.2,CA,451.04
-120.4514,34.6539,USC00045064,84.77,85.31,41.73,24.81,8.01,0.5,0.33,0.08,0.63,27.93,30.89,83.82,34.6539,-120.4514,29,CA,388.81
-120.8667,37.0564,USC00045118,43.59,40.85,21.95,18.72,9.02,0.31,0,0.3,2.98,13.22,20.45,53.54,37.0564,-120.8667,36.6,CA,224.93
-120.9297,36.9897,USC00045120,40.52,34.94,21.92,14.16,7.77,3.71,0.12,0.97,2.92,12.93,20.31,48.86,36.9897,-120.9297,124.1,CA,209.13
-121.9592,37.2319,USC00045123,118.58,113.31,60.78,48.64,9.95,1.11,0,0.05,1.37,27.98,51.25,148.53,37.2319,-121.9592,111.3,CA,581.55
-120.0378,36.9539,USC00045233,45.15,50.62,33.53,30.48,12.84,1.29,0.05,0.25,0.61,16.42,26.72,66.81,36.9539,-120.0378,82.3,CA,284.77
-121.5767,40.5411,USC00045311,113.32,98.84,89.15,117.06,76.28,12.45,10.28,5.7,13.97,78.88,114.62,204.35,40.5411,-121.5767,1752.6,CA,934.9
-122.1242,38.4917,USC00045360,130.45,142,65.51,49.66,22.37,1.04,0.1,0.58,1.66,32.51,61.22,197.71,38.4917,-122.1242,146.3,CA,704.81
-122.1142,38.0131,USC00045378,75.38,88.61,47.29,40.82,14.47,0.86,0.14,0,1.4,25.87,50.05,137.91,38.0131,-122.1142,12.2,CA,482.8
-121.5853,39.1458,USC00045385,88.31,77.42,50.9,49.98,18.16,1.74,0,1.36,1.7,34.93,52.06,125.37,39.1458,-121.5853,17.4,CA,501.93
-122.1383,41.2514,USC00045449,183.75,191.34,136.34,110.25,61.83,27.29,3.36,5.67,7.73,76.29,120.03,286.96,41.2514,-122.1383,999.7,CA,1210.84
-116.0767,33.5714,USC00045502,11.29,15.03,2.41,0,0.28,0,2.01,0.41,0.67,11.68,9.54,13.19,33.5714,-116.0767,-54.9,CA,66.51
-120.5117,37.2858,USC00045532,61.41,52.08,33.65,31.71,15.01,0.39,0,0.46,2.32,21.96,27.4,77.5,37.2858,-120.5117,46.6,CA,323.89
-121.6092,40.3458,USC00045679,178.89,192.09,146.5,111.93,68.91,19.03,2.18,4.37,12.07,84.55,149.29,376.92,40.3458,-121.6092,1485.9,CA,1346.73
-115.5469,34.9436,USC00045721,27.73,58.22,16.24,13.91,1.12,0,20.36,23.82,8.53,21.59,15.9,45.74,34.9436,-115.5469,1325.9,CA,253.16
-118.1619,35.0492,USC00045756,28.38,45.67,12.09,6.38,1.76,0,12.98,4.69,0.07,11.81,9.97,27.09,35.0492,-118.1619,833.6,CA,160.89
-118.1053,34.0192,USC00045790,98.04,85.82,31.67,18.23,8.38,0,0.05,0,0.81,6.72,30.56,81.75,34.0192,-118.1053,75,CA,362.03
-121.91,36.5903,USC00045795,92.95,88.29,64.83,43.47,12.09,2.39,1.53,1.73,2.83,26.95,40.45,124.82,36.5903,-121.91,117.3,CA,502.33
-121.8556,36.5928,USC00045802,76.53,74.32,56.14,33.77,9.62,1.43,0.5,0.93,2.17,22.03,34.25,94.35,36.5928,-121.8556,37.2,CA,406.04
-120.8456,35.3672,USC00045866,85.43,83.64,40.68,27.27,9.61,0.53,0.21,1.12,0.62,23.35,31.72,96.25,35.3672,-120.8456,35.1,CA,400.43
-121.9303,37.8792,USC00045915,99.28,104.16,68.11,52.51,26.09,1.67,0.21,0.18,2.06,38.17,59.28,159.58,37.8792,-121.9303,661.4,CA,611.3
-121.6425,37.3436,USC00045933,100.75,127.2,82.82,61.02,23.28,2.31,0.08,2.67,4.34,38.04,73.32,151.9,37.3436,-121.6425,1282,CA,667.73
-118.0711,34.2308,USC00046006,155.44,202.62,65.85,59.29,20.02,0.87,1.02,0,5.61,38.74,46.2,116.46,34.2308,-118.0711,1740.4,CA,712.12
-122.2647,38.2778,USC00046074,113.44,124.65,65.3,47.5,24.94,3.36,0,1.57,2.26,40.54,72.87,190.42,38.2778,-122.2647,10.7,CA,686.85
-121.0008,39.2467,USC00046136,196.61,237.08,179.76,149.98,75.61,14.12,0.56,4.68,8.04,83.06,146.81,421.8,39.2467,-121.0008,847.6,CA,1518.11
-122.0325,37.5147,USC00046144,56.76,61.95,44.19,32.55,8.33,1.1,0.03,0.06,1.9,16.41,29.2,83.45,37.5147,-122.0325,3,CA,335.93
-119.6828,34.9456,USC00046154,42.71,40.62,26.06,14.27,5.45,0,1.73,0.25,0.68,10.25,11.06,32.75,34.9456,-119.6828,658.4,CA,185.83
-118.5939,34.3933,USC00046161,118.89,131.48,33.92,25.7,5.51,0,0.05,0,3.19,26.13,21.87,86.58,34.3933,-118.5939,538,CA,453.32
-121.0178,37.2811,USC00046168,57.35,45.46,21.71,18.04,7.35,1,0,0.18,2.12,17.34,27.44,64.4,37.2811,-121.0178,27.4,CA,262.39
-120.4864,38.0047,USC00046174,128.59,113.91,93.08,74.02,31.06,1.47,0.13,1.94,6.19,37.63,68.99,182.07,38.0047,-120.4864,292.6,CA,739.08
-117.8803,33.6025,USC00046175,38.4,60.39,19.49,16.41,3.55,0.42,0.06,0.08,1.12,10.5,15.85,57.73,33.6025,-117.8803,3,CA,224
-118.525,34.2447,USC00046263,82.79,109.98,30.16,21.98,7.22,0.03,0.28,0,3.39,27.37,19.68,71.07,34.2447,-118.525,289,CA,373.95
-122.2642,37.7983,USC00046336,88.3,105.09,66.28,40.23,18.99,1.08,0,0,3.53,34.27,54.33,169.7,37.7983,-122.2642,9.1,CA,581.8
-122.9661,38.3858,USC00046370,224.81,215.44,112.29,107.97,58.43,7.3,0.31,0.15,1.38,71.72,137.09,423.04,38.3858,-122.9661,263.7,CA,1359.93
-117.395,33.2097,USC00046377,42.99,63.96,14.18,22.27,2.21,1,0.27,0.79,4.03,26.88,14.37,50.83,33.2097,-117.395,3,CA,243.78
-119.2275,34.4478,USC00046399,141.89,118.83,39.53,34.52,11.11,0.43,0.19,0,2.6,35.09,46.14,91.51,34.4478,-119.2275,227.1,CA,521.84
-124.0192,41.3619,USC00046498,233.26,193.57,197.48,151.19,68.62,45.02,4.83,7.91,15.02,101.13,210.81,381.56,41.3619,-124.0192,48.8,CA,1610.4
-122.1997,39.7458,USC00046506,110.49,99.21,49.93,43.63,21.54,6.51,1.29,2.62,5.26,29.12,53.58,140.16,39.7458,-122.1997,77.4,CA,563.34
-123.5317,41.3089,USC00046508,202.17,162.27,138.16,105.93,56.62,25.08,4.54,3.19,14.91,81.64,185.76,359.29,41.3089,-123.5317,122.8,CA,1339.56
-121.5531,39.5178,USC00046521,120.8,106.76,74.46,69.62,28.13,5.35,0,2.79,8.72,33.89,69.85,183.36,39.5178,-121.5531,52.1,CA,703.73
-119.1753,34.1981,USC00046569,83.48,88.63,28.73,18.16,4.57,0.07,13.54,1.33,2.06,23.69,34.94,74.36,34.1981,-119.1753,14.9,CA,373.56
-119.1375,34.2067,USC00046572,87.49,98.86,37.07,23.57,8.12,0.5,0.14,0.09,2.11,24.57,30.59,73.1,34.2067,-119.1375,15.8,CA,386.21
-122.4717,37.5917,USC00046599,121.47,161.74,86.4,59.59,22.35,2.6,0.06,0.97,4.34,43.2,68.01,230.45,37.5917,-122.4717,144.8,CA,801.18
-121.3492,36.715,USC00046610,75.2,74.29,47.85,34.28,8.44,0,0,0.51,1.12,17.39,35.57,117.62,36.715,-121.3492,275.8,CA,412.27
-118.0939,34.5883,USC00046624,35.31,54.23,15.41,11.85,1.72,0.28,2.52,0.36,3.45,20.31,12.09,38,34.5883,-118.0939,794.3,CA,195.53
