X,Y,id,gen,feb,mar,apr,mag,giu,lug,ago,sett,ott,nov,dic,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE,tot_mesi
-122.2606,37.8744,USC00040693,165.88,161.86,92.5,36.13,28.94,4.83,0.07,3.22,1.6,31.49,81.07,105.05,37.8744,-122.2606,94.5,CA,712.64
-123.2078,40.7406,USC00040738,200.21,159.75,116.93,68.87,47.68,15.11,5.35,4.49,10.17,48.79,110.89,173.28,40.7406,-123.2078,381.9,CA,961.52
-116.9039,34.2442,USC00040741,128.4,162.44,82.39,20.63,9.78,5.59,14.46,25.93,11.08,17.77,25.76,52.41,34.2442,-116.9039,2060.4,CA,556.64
-121.7803,36.2472,USC00040790,328.57,285.21,174.92,66.1,41.96,12.82,2.01,3.79,4.77,47.76,111.12,175.13,36.2472,-121.7803,61,CA,1254.16
-114.5972,33.6131,USC00040924,17.58,20.26,16.32,3.77,0.74,0.05,3.86,11.11,16.46,3.76,2.09,15.05,33.6131,-114.5972,81.7,CA,111.05
-120.0936,39.3886,USC00040931,120.75,100.38,68.71,30.53,38.94,18.66,8.75,10.12,21.99,29.87,51.6,96.53,39.3886,-120.0936,1699.3,CA,596.83
-119.0142,38.2119,USC00040943,52.35,49.26,46.12,20.89,29,24.5,14.86,9.13,10.33,9.17,26.5,28.97,38.2119,-119.0142,2551.2,CA,321.08
-116.4144,33.2314,USC00040983,40.26,40.89,26.62,5.83,2.46,0.28,5.64,8.01,10.01,0.24,4.46,14.5,33.2314,-116.4144,245.4,CA,159.2
-115.5581,32.9544,USC00041048,17.39,14.08,12.06,1.35,0.53,0,0.76,2.9,2.98,0.44,2.79,12.9,32.9544,-115.5581,-30.5,CA,68.18
-119.2286,38.2575,USC00041072,41.81,40.37,32.4,4.39,12.12,9.45,12.78,10.63,5.31,6.51,15.54,33.85,38.2575,-119.2286,1972.1,CA,225.16
-121.6547,40.8803,USC00041214,159.74,128.23,99.93,58.09,55.17,25.9,11.54,5.2,5.52,42.43,69.14,120.07,40.8803,-121.6547,974.8,CA,780.96
-119.4731,35.4047,USC00041244,46.45,41.7,47.07,8.88,9.2,2.05,0.21,0.03,0.97,8.82,12.36,23.38,35.4047,-119.4731,82,CA,201.12
-119.9817,34.5825,USC00041253,156.78,210.68,149.52,33.91,17.97,2.63,0.49,0.08,2.9,24.17,31.15,81.96,34.5825,-119.9817,238.7,CA,712.24
-120.3114,38.2769,USC00041277,385.26,290.76,211.9,107.44,88.93,41.84,6.92,0.6,14.99,73.34,116.55,215.94,38.2769,-120.3114,1431,CA,1554.47
-122.6014,38.5961,USC00041312,326.78,222.89,160.85,64.94,41.01,11.18,0,2.26,2.44,41.56,109.54,176.25,38.5961,-122.6014,121.9,CA,1159.7
-122.8045,41.3111,USC00041316,122.46,84.2,59.14,35.86,44.41,30.02,15.7,6.83,9.56,29.61,65.13,87.88,41.3111,-122.8045,970.8,CA,590.8
-120.8433,38.2486,USC00041428,143.6,123.53,98.91,43.85,49.71,14.8,0.19,1.07,2.69,33.98,57.94,84.29,38.2486,-120.8433,200.6,CA,654.56
-118.5744,34.1819,USC00041484,117.56,167.73,102.59,24.99,12.33,4.62,0.89,0.2,1.36,13.28,21.05,74.2,34.1819,-118.5744,240.8,CA,540.8
-121.0883,40.1703,USC00041497,215.07,176.07,133.86,71.62,53.87,30.49,4.75,3.84,7.67,47.29,95.14,158.39,40.1703,-121.0883,1389.9,CA,998.06
-123.1392,41.1417,USC00041606,195.56,136,128.45,74.49,51,33.48,13.49,7.26,7.76,41.34,122.33,165.37,41.1417,-123.1392,704.1,CA,976.53
-120.1803,41.5306,USC00041614,63.17,31.67,36.21,34.57,36.24,27.89,5.14,6.24,7.82,24.88,35.4,43.52,41.5306,-120.1803,1408.5,CA,352.75
-119.9161,37.9747,USC00041697,356.91,244.24,193,86.63,70.3,37.09,6.28,0.43,15.09,65.45,108.8,209.6,37.9747,-119.9161,1452.4,CA,1393.82
-121.2422,40.3033,USC00041700,208.66,165.09,145.95,64.31,60.85,27.12,9.55,4.28,10.94,44.14,87.62,135.28,40.3033,-121.2422,1380.7,CA,963.79
-121.8211,39.6911,USC00041715,158.96,156.06,111.72,47.68,39.86,23.03,0.46,2.37,3.02,34.95,62.96,98.55,39.6911,-121.8211,56.4,CA,739.62
-117.0858,32.64,USC00041758,70.63,72.41,56.9,17.08,1.22,2.95,1.6,0.61,3.41,4.35,11.01,23.98,32.64,-117.0858,17.1,CA,266.15
-122.5672,38.9239,USC00041806,209.35,202.36,134.27,37.34,41.62,11.03,0,1.98,7.03,26.86,79.34,119.38,38.9239,-122.5672,411.2,CA,870.56
-123.0175,38.8,USC00041838,273.18,250.86,166.01,63.85,50.31,6.94,0.08,6.14,2.42,41.11,119.57,179.63,38.8,-123.0175,100.6,CA,1160.1
-120.3606,36.1356,USC00041864,61.74,59.99,57.92,8.36,7.75,2.6,0,0.05,1.05,11.28,9.73,25.9,36.1356,-120.3606,204.2,CA,246.37
-120.9481,39.0911,USC00041912,304.57,260.81,181.68,85.83,72.05,29.28,1.65,2.73,10.51,59.23,135.19,217.67,39.0911,-120.9481,725.4,CA,1361.2
-122.0269,39.1875,USC00041948,138.13,104.5,71.68,22.81,31.52,13.61,0,0.33,2.8,25.05,48.48,59.67,39.1875,-122.0269,15.2,CA,518.58
-122.0692,37.9833,USC00041967,119.8,116.15,68.72,19.13,23.57,5.5,0,1.08,0.67,17.94,52.71,64.81,37.9833,-122.0692,12.2,CA,490.08
-119.5817,36.0975,USC00042012,50.81,48.85,46.41,10.86,8.39,2.51,0.08,0,1.88,15.43,17.2,25.95,36.0975,-119.5817,61,CA,228.37
-123.2444,39.8158,USC00042081,281.08,207.9,155.86,72.45,53.59,15.77,1.25,3.67,3.89,51.86,108.72,196.11,39.8158,-123.2444,430.7,CA,1152.15
-124.2147,41.7958,USC00042147,330.17,236.92,229.82,191.43,100.47,51.04,8.84,12.88,29.96,103.84,242.16,312.66,41.7958,-124.2147,13.1,CA,1850.19
-118.4136,34.0053,USC00042214,117.95,126.05,86.66,16.42,11.06,4.24,0.71,0,0.96,12.16,26.39,53.8,34.0053,-118.4136,20.7,CA,456.4
-116.5872,32.9897,USC00042239,189.28,219.34,188.28,72.15,25.67,12.32,4.44,18.7,20.35,27.84,66.91,88.44,32.9897,-116.5872,1414.3,CA,933.72
-121.7761,38.535,USC00042294,131.8,130.09,74.88,23.65,24.5,8.04,0,0.41,2.03,20.56,45.25,75.99,38.535,-121.7761,18.3,CA,537.2
-116.8669,36.4622,USC00042319,10.33,15.1,9.56,1.63,1.41,1.63,2.44,0.71,5.85,1.75,0.36,6.9,36.4622,-116.8669,-59.1,CA,57.67
-117.9803,37.3739,USC00042331,20.66,30.26,30.96,9.07,15.13,6.16,15.76,10.1,9.43,8.23,5.71,12.07,37.3739,-117.9803,1592.6,CA,173.54
-121.6108,39.8717,USC00042402,418.76,368.53,258.25,129.97,92.64,41.55,0,6.16,14.17,86.31,159.12,270,39.8717,-121.6108,826,CA,1845.46
-121.2011,39.3575,USC00042456,305.76,218.16,204.46,85.14,78.15,30.54,0.2,4.66,8.82,79.43,137.92,211.61,39.3575,-121.2011,499.9,CA,1364.85
-120.2331,39.3239,USC00042467,222.88,182.25,149.37,62.24,58.25,27.14,5.6,12.42,23.17,51.6,84.09,158.07,39.3239,-120.2331,1809.6,CA,1037.08
-120.8239,39.5633,USC00042500,386.78,317.49,244.92,122.59,111.1,37.84,3.18,5.42,16.71,80.5,166.1,275.86,39.5633,-120.8239,888.5,CA,1768.49
-120.0828,39.9717,USC00042506,92.52,60.52,67.02,23.38,36.83,21.81,7.26,9.39,16.94,23.81,35.25,59.94,39.9717,-120.0828,1338.1,CA,454.67
-122.2736,41.1833,USC00042574,373.66,327.49,241.4,123.04,78.81,42.63,6.07,8.83,16.69,59.66,188.36,280.05,41.1833,-122.2736,661.4,CA,1746.69
-115.4508,33.8089,USC00042598,17.92,19.18,17.32,1.19,3.49,0.38,3.9,15.54,12.7,3.09,2.35,11.11,33.8089,-115.4508,296.6,CA,108.17
-122.5178,39.3592,USC00042640,170.21,152.44,94.12,26.17,32.75,14.92,1.6,3.02,1.32,25.82,54.11,77.24,39.3592,-122.5178,367.3,CA,653.72
-120.0333,38.7833,USC00042671,321.02,257.48,204.35,105.05,84.68,56.35,13.96,17.14,23.85,79.91,122.1,190.89,38.7833,-120.0333,2240.3,CA,1476.78
-116.975,32.8139,USC00042706,79.72,87.21,80.35,15.65,4.91,2.7,2.29,0.41,3.1,9.53,18.06,26.92,32.8139,-116.975,123.4,CA,330.85
-116.8164,32.8839,USC00042709,106.5,107.3,110.72,33.1,9.83,4.02,2.47,0.5,3.97,14.67,19.68,40.05,32.8839,-116.8164,182.9,CA,452.81
-115.5617,32.7669,USC00042713,16.4,13.87,9.73,1.17,1.07,0.05,0.99,1.55,10.29,6.24,3.41,11.03,32.7669,-115.5617,-9.1,CA,75.8
-120.6706,38.3306,USC00042728,219.23,172.64,127.26,61.08,47.27,20.82,0.18,1.19,4.69,41.75,75.82,120.19,38.3306,-120.6706,217.9,CA,892.12
-117.6303,34.5892,USC00042771,33.87,35.62,26.16,4.45,6.84,3.47,3.22,2.49,8.75,3.46,4.51,19.49,34.5892,-117.6303,899.2,CA,152.33
-117.3319,33.6692,USC00042805,90.84,94.09,56.38,11.19,5.61,0.73,2.22,0.51,2.24,7.01,14.58,39.58,33.6692,-117.3319,391.7,CA,324.98
-117.0883,33.1211,USC00042863,116.81,104,97.94,27.14,7.03,4.74,3.66,0.85,6.38,7.35,19.06,39.72,33.1211,-117.0883,182.9,CA,434.68
-122.0678,38.2736,USC00042934,165.51,158.15,94.27,27.63,27.02,10.74,0,1.1,1.22,31.38,70.01,116.96,38.2736,-122.0678,12.2,CA,703.99
-118.4242,34.705,USC00042941,111.93,155.92,79.93,21.3,15.81,5.23,2.14,1.47,6.2,14.53,14.11,57.99,34.705,-118.4242,932.7,CA,486.56
-120.1561,36.3642,USC00043083,78.3,57.48,47.56,10.94,12.56,4.79,0,0,4.84,16.53,11.99,24.44,36.3642,-120.1561,86.9,CA,269.43
-120.09,41.52,USC00043157,86.95,53.67,50.74,45.03,41.47,29.36,8.2,6.9,7.15,30.8,55.13,82.54,41.52,-120.09,1442.3,CA,497.94
-123.7567,39.5092,USC00043161,258.71,214.06,171.76,87.93,52.68,19.58,2.2,4.65,6.17,50.92,116.09,196.4,39.5092,-123.7567,37.5,CA,1181.15
-122.0158,37.5422,USC00043244,111.11,107.67,78.38,25.53,19.61,5.74,0,1.21,1.18,19.69,45.2,65.75,37.5422,-122.0158,11.6,CA,481.07
-119.7072,36.9969,USC00043261,105.06,82.9,81.27,27.5,12.34,11.59,0.26,0.08,3.06,28.67,30.59,53.72,36.9969,-119.7072,125,CA,437.04
-121.5633,37.0067,USC00043417,158.78,140.84,82.75,23.43,18.2,4.14,0.03,0.31,0.58,25.16,50.21,85.58,37.0067,-121.5633,59.1,CA,590.01
-118.7006,35.7269,USC00043463,121.41,120.94,100.1,34.29,24.75,6.45,2.5,1.37,4.33,22.27,48.71,66.09,35.7269,-118.7006,957.1,CA,553.21
-114.8667,32.8833,USC00043489,22.8,19.71,17.48,3.41,6.36,1.68,23.38,5.39,2.82,4.96,3.05,13.86,32.8833,-114.8667,147.8,CA,124.9
-118.9631,36.7394,USC00043551,264.21,226.79,195.51,76.06,42.84,28.25,11.34,0.5,13.62,59.55,79.84,156.94,36.7394,-118.9631,2011.7,CA,1155.45
-121.0681,39.2042,USC00043573,336,280.16,199.56,101.4,80.89,29.03,0,2.64,10.8,67.88,137.42,238.68,39.2042,-121.0681,731.5,CA,1484.46
-122.8647,38.4306,USC00043578,268.26,246.46,154.73,64.73,45.84,13.86,0.05,3.84,4.54,46.97,123.27,162.92,38.4306,-122.8647,61,CA,1135.47
-123.9089,40.4864,USC00043647,286.82,243.16,197.11,117.59,71.89,23.9,3.14,3.04,7.57,64.36,168.2,267.78,40.4864,-123.9089,125.9,CA,1454.56
-117.9528,36.1389,USC00043710,35.92,48.55,33.5,8.14,6.54,1.78,9.91,0.81,8.04,3.44,3.42,21.74,36.1389,-117.9528,1165.9,CA,181.79
-122.4433,37.4725,USC00043714,185.73,165.77,105.26,48.59,34.89,9.56,3.21,7.54,5.15,33.71,77.24,111.78,37.4725,-122.4433,8.2,CA,788.43
-119.6369,36.3158,USC00043747,57.77,49.49,57.3,16.75,8.88,3.18,0.03,0.03,3.24,15.48,14.59,32.14,36.3158,-119.6369,72.2,CA,258.88
-121.5433,40.9317,USC00043824,100.76,78.55,73.03,42.8,36.9,21.56,8.13,3.32,14.72,36.37,51.62,76.53,40.9317,-121.5433,919,CA,544.29
-115.6289,33.7044,USC00043855,23.11,21.71,19.24,2.31,3.55,0.05,4.1,6.75,5.49,4.17,3.95,12.37,33.7044,-115.6289,417.6,CA,106.8
-122.8731,38.6175,USC00043875,276.36,261.51,173.52,59.99,46.75,9.47,0,2.8,1.83,40.63,125,168.44,38.6175,-122.8731,32.9,CA,1166.3
-116.8939,33.7381,USC00043896,86.23,93.6,58.76,17.33,18.61,3.07,3.11,7.08,12.48,11.14,10.3,24.56,33.7381,-116.8939,552,CA,346.27
-116.7614,33.2372,USC00043914,186.77,182.84,160.51,46.34,18.27,8.09,2.77,10.84,11.21,16.97,42.44,65.81,33.2372,-116.7614,823,CA,752.86
-119.7831,37.9614,USC00043939,226.57,167.74,149.26,71.19,65.86,33.74,11.13,1.13,12.65,52.35,87.06,126.47,37.9614,-119.7831,1179.6,CA,1005.15
-121.4214,36.8483,USC00044025,103.05,96.9,67.02,17.8,15.36,2.38,0.1,0.13,0.49,15.02,36.6,46.43,36.8483,-121.4214,83.8,CA,401.28
-119.2206,37.2275,USC00044176,287.25,253.05,179.98,85.73,69.15,33.22,9.94,0.97,13.54,60.81,92.4,154.78,37.2275,-119.2206,2139.7,CA,1240.82
-116.7067,33.7572,USC00044211,170.01,167.78,126.86,45.13,18.74,8.41,17.82,22.84,17.51,28.08,42.42,76.98,33.7572,-116.7067,1639.8,CA,742.58
-115.5667,32.8489,USC00044223,16.71,12.3,10.92,2.19,2.55,0.03,4.54,1.24,10.62,2.59,3.89,11.51,32.8489,-115.5667,-19.5,CA,79.09
-118.2036,36.7981,USC00044232,35.12,38.48,29,3.97,2.9,7.01,2.76,0.87,4.99,5.32,7.75,13.8,36.7981,-118.2036,1204,CA,151.97
-116.2153,33.7086,USC00044259,24.04,22.03,16.75,2.42,0.73,0,2.19,0.39,0.04,1.63,2.66,6.85,33.7086,-116.2153,-6.4,CA,79.73
-117.8214,35.6514,USC00044278,26.98,40.43,20.14,4.34,2.16,0.28,2.34,2.48,5.69,1.47,3.17,16.18,35.6514,-117.8214,740.7,CA,125.66
-115.1219,34.1472,USC00044297,19.45,19.3,21.9,3.23,2.85,0,5.09,5.65,9.64,2.88,2.81,13.17,34.1472,-115.1219,281,CA,105.97
-120.2947,41.2683,USC00044374,58.82,41.16,55.69,52.57,78.3,52.19,11.77,10.18,13.08,35.11,51.31,57.04,41.2683,-120.2947,1645.9,CA,517.22
-122.5439,37.9569,USC00044500,296.23,275.36,151.05,62.06,48,12.62,0.03,3.23,0.84,54.69,151.86,195.81,37.9569,-122.5439,44.2,CA,1251.78
-118.4389,35.7831,USC00044523,89.53,87.49,60.11,13.95,10.22,4.15,2.22,1.31,2.7,10.98,26.88,42.45,35.7831,-118.4389,823.9,CA,351.99
-121.1378,36.2069,USC00044555,70.75,88.62,75.89,14.78,10.78,2.71,0,0.43,3.97,14.33,26.63,43.92,36.2069,-121.1378,97.5,CA,352.81
-124.0747,41.5786,USC00044577,395.93,282.25,243.03,173.64,113.3,46.15,7.83,9.82,28.66,118.38,274.31,356.71,41.5786,-124.0747,8.5,CA,2050.01
-117.7814,33.5453,USC00044647,86.11,106.5,64.67,18.44,4.11,5.18,2.43,0,3.29,12.28,20.26,62.02,33.5453,-117.7814,13.4,CA,385.29
-117.1883,34.2467,USC00044671,266.05,326.03,216.88,60.79,37.31,18.36,3.07,2.37,8.25,49.64,59.28,128.97,34.2467,-117.1883,1586.5,CA,1177
-122.0039,38.4919,USC00044712,176.96,173.41,110.31,30.66,29.88,6.74,0,0.54,0.94,28.59,64.67,107.51,38.4919,-122.0039,57.9,CA,730.21
-120.6392,39.3183,USC00044713,420.27,372.3,296.16,144.4,128.32,50.09,3.23,5.37,21.12,94.53,195.62,315.75,39.3183,-120.6392,1571.5,CA,2047.16
-117.0233,32.7675,USC00044735,89.48,90.81,87.05,25.93,6.3,3.62,2.57,0.59,5.09,10.98,21.83,31.26,32.7675,-117.0233,161.5,CA,375.51
-121.5011,41.7019,USC00044838,55.86,51.6,62.16,33.79,36.09,40.81,16.85,10.08,12.61,23.96,27.37,35.81,41.7019,-121.5011,1453.9,CA,406.99
-119.1194,37.9567,USC00044881,70.22,98.63,68.34,12.32,15.85,13.47,8.85,7.92,8.98,23.66,41.8,58.69,37.9567,-119.1194,2071.7,CA,428.73
-119.0264,36.3817,USC00044890,94.33,76.59,86.72,30.28,17.58,8.47,0.1,0.05,2.12,19.2,34.13,48.67,36.3817,-119.0264,156.4,CA,418.24
-119.0545,36.2033,USC00044957,83.12,66.21,72.08,25.09,13.05,6.02,0,0.03,2.5,19.19,29.33,43.17,36.2033,-119.0545,132.6,CA,359.79
-121.7692,37.6922,USC00044997,101.61,88.31,64.13,21.98,19.54,4.33,0,1.72,1.26,18.95,41.29,56.74,37.6922,-121.7692,146.3,CA,419.86
-118.7325,36.6044,USC00045026,263.73,242.81,188.76,66.81,38.95,37.26,16.08,3.93,21.6,56.59,85.04,154.69,36.6044,-118.7325,2052.8,CA,1176.25
-121.2878,38.1061,USC00045032,123.98,111.9,69.64,26.63,27.61,4.56,0,0.74,1.26,29.73,47.95,70.39,38.1061,-121.2878,12.2,CA,514.39
-120.4514,34.6539,USC00045064,107.1,133.85,103.79,23.79,10.68,2.45,0.55,0.31,1.84,14.55,30.79,58.45,34.6539,-120.4514,29,CA,488.15
-120.8667,37.0564,USC00045118,70.47,68.75,43.63,15.55,19.73,3.03,1.4,0.54,0.48,15.44,20.32,32.32,37.0564,-120.8667,36.6,CA,291.66
-120.9297,36.9897,USC00045120,63.35,62.55,38.63,9.3,13.77,1.75,0.63,0.14,0.15,12.98,18.65,26.99,36.9897,-120.9297,124.1,CA,248.89
-121.9592,37.2319,USC00045123,164.15,163.32,110.34,21.9,21.93,5.09,0,2.08,0.43,21.05,50.7,84.41,37.2319,-121.9592,111.3,CA,645.4
-120.0378,36.9539,USC00045233,78.79,72.52,66.24,23.79,15.81,6.34,0.23,0.08,3.58,21.66,22.29,43.63,36.9539,-120.0378,82.3,CA,354.96
-121.5767,40.5411,USC00045311,218.96,156.45,148.16,99.4,92.65,51.34,12.39,9.71,18.12,67.42,107.2,149.28,40.5411,-121.5767,1752.6,CA,1131.08
-122.1242,38.4917,USC00045360,192.05,183.04,128.2,39.15,37.86,7.25,0,1.72,1.41,32.54,68.64,120.88,38.4917,-122.1242,146.3,CA,812.74
-122.1142,38.0131,USC00045378,137.92,124.59,76.65,21.36,23.47,6.98,0,1.78,0.69,21,59.78,78.64,38.0131,-122.1142,12.2,CA,552.86
-121.5853,39.1458,USC00045385,140.39,123.91,100.2,43.33,31.99,10.78,0,0.76,2.75,32.15,48.14,80.4,39.1458,-121.5853,17.4,CA,614.8
-122.1383,41.2514,USC00045449,286.09,228.08,179.81,98.83,76.35,37.36,4.31,7.3,12.66,45.01,136.67,169.57,41.2514,-122.1383,999.7,CA,1282.04
-116.0767,33.5714,USC00045502,22.69,18.17,13.44,5.92,0.2,0,8.41,2.27,11.12,2.28,1.56,6.52,33.5714,-116.0767,-54.9,CA,92.58
-120.5117,37.2858,USC00045532,88.71,76.14,57.98,20.3,19.15,5.09,0.51,0.28,0.92,22.61,24.65,42.31,37.2858,-120.5117,46.6,CA,358.65
-121.6092,40.3458,USC00045679,314.23,250.19,217.32,129.91,105.29,54.21,5.85,5.37,13.96,87.66,132.06,231.62,40.3458,-121.6092,1485.9,CA,1547.67
-115.5469,34.9436,USC00045721,40.47,59.59,59.75,12.1,5.12,3.33,16.86,17.28,32.29,16.55,9.21,19.85,34.9436,-115.5469,1325.9,CA,292.4
-118.1619,35.0492,USC00045756,38.5,51.81,31.64,5.05,3.9,1.91,2.87,8.26,4.98,6.02,7.13,19.97,35.0492,-118.1619,833.6,CA,182.04
-118.1053,34.0192,USC00045790,134.66,113.7,96.6,25.73,12.57,4.35,0.84,0.25,2.97,8.26,21.86,59.29,34.0192,-118.1053,75,CA,481.08
-121.91,36.5903,USC00045795,153.78,140.87,92.18,32.32,19.06,8.5,1.5,2.23,2.75,23.47,51.75,77.48,36.5903,-121.91,117.3,CA,605.89
-121.8556,36.5928,USC00045802,124.2,120.6,82.42,26.5,19.63,4.7,0.41,1.04,2.49,16.63,43.78,59.48,36.5928,-121.8556,37.2,CA,501.88
-120.8456,35.3672,USC00045866,121.33,135.77,128.32,25.68,18.35,4.16,0.54,0.41,5,17.89,31.82,59.31,35.3672,-120.8456,35.1,CA,548.58
-121.9303,37.8792,USC00045915,169.71,148.35,93.23,39.42,40.96,8.08,0,1.73,1.99,33.76,78.51,98.78,37.8792,-121.9303,661.4,CA,714.52
-121.6425,37.3436,USC00045933,170.55,120.22,115.8,45.9,43.69,13.01,0.28,1.33,4.47,37.71,90.7,94.19,37.3436,-121.6425,1282,CA,737.85
-118.0711,34.2308,USC00046006,235.74,314.93,205.15,58.22,33.49,14.82,5.52,0.26,7.93,42.79,46.15,99.41,34.2308,-118.0711,1740.4,CA,1064.41
-122.2647,38.2778,USC00046074,162.06,163.68,105.82,39.49,39.11,9.26,0,2.49,0.95,38.18,78.9,115.2,38.2778,-122.2647,10.7,CA,755.14
-121.0008,39.2467,USC00046136,392.11,328.89,238.84,117.03,88.17,33.48,0.52,5.18,15.1,71.02,154.94,280.83,39.2467,-121.0008,847.6,CA,1726.11
-122.0325,37.5147,USC00046144,107.54,103.81,66.94,21.72,19.19,6.4,0,1.59,1.88,18.72,41.83,62.73,37.5147,-122.0325,3,CA,452.35
-119.6828,34.9456,USC00046154,47.24,72.41,65.29,9.6,9.05,0.62,4.76,0.12,4.42,6.25,13.29,28.03,34.9456,-119.6828,658.4,CA,261.08
-118.5939,34.3933,USC00046161,135.76,157.69,90.53,20.39,10.98,0.21,0.03,0.2,2.44,8.9,24.87,66.77,34.3933,-118.5939,538,CA,518.77
-121.0178,37.2811,USC00046168,87.69,84.36,61.91,15.5,20.07,1.35,0.13,0,1.49,15.83,23.09,41.99,37.2811,-121.0178,27.4,CA,353.41
-120.4864,38.0047,USC00046174,203.35,169.33,125.51,55.81,55.14,16.67,1.67,0.75,4.3,39.57,68.67,103.36,38.0047,-120.4864,292.6,CA,844.13
-117.8803,33.6025,USC00046175,85.11,94.75,61.52,13.75,2.9,4.44,1.41,0.03,2.85,9.33,18.45,44.74,33.6025,-117.8803,3,CA,339.28
-118.525,34.2447,USC00046263,108.25,136.58,83.83,19.65,13.02,4.14,0,0.81,1.3,11.76,14.55,55.27,34.2447,-118.525,289,CA,449.16
-122.2642,37.7983,USC00046336,160.13,146.71,83.45,30.87,27.88,5.41,0,3.9,1.29,32.39,74.32,97.72,37.7983,-122.2642,9.1,CA,664.07
-122.9661,38.3858,USC00046370,381.73,328.98,210.08,100.85,63.49,18.99,0.08,5.32,4.66,70.9,161.67,235.35,38.3858,-122.9661,263.7,CA,1582.1
-117.395,33.2097,USC00046377,74.91,74.04,56.79,19.69,3.41,3.88,0.48,0.51,4.52,8.42,15.4,24.91,33.2097,-117.395,3,CA,286.96
-119.2275,34.4478,USC00046399,166.29,199.46,126.41,27.77,20.53,6.39,1.98,0,3.17,20.67,26.32,72.83,34.4478,-119.2275,227.1,CA,671.82
-124.0192,41.3619,USC00046498,305.66,248.6,218.56,157.59,102.23,29.94,6.53,7.04,22.88,103.95,213.74,286.71,41.3619,-124.0192,48.8,CA,1703.43
-122.1997,39.7458,USC00046506,165.75,144.35,96,31.9,41.83,17.64,0.8,2.11,2.16,25.09,54.66,73.31,39.7458,-122.1997,77.4,CA,655.6
-123.5317,41.3089,USC00046508,297.17,198.28,154.87,110.89,55.39,22.12,5.12,3.75,14.26,81.96,173.63,231.33,41.3089,-123.5317,122.8,CA,1348.77
-121.5531,39.5178,USC00046521,195.18,166.05,127.34,53.28,44.81,15.21,0.2,6.33,2.74,53.86,78.62,112.99,39.5178,-121.5531,52.1,CA,856.61
-119.1753,34.1981,USC00046569,109.54,133.76,81.95,19.21,9.09,4.74,1.53,0.03,1.97,9.52,25.24,70.56,34.1981,-119.1753,14.9,CA,467.14
-119.1375,34.2067,USC00046572,110.24,128.21,101.19,21.86,11.06,2.77,0.9,0,3.02,7.31,23.93,56.53,34.2067,-119.1375,15.8,CA,467.02
-122.4717,37.5917,USC00046599,211.46,188.28,119.48,52.85,39.38,9.72,0.78,4.21,3.66,38.51,85.78,126.63,37.5917,-122.4717,144.8,CA,880.74
-121.3492,36.715,USC00046610,112.98,110.12,77.13,18.59,15.41,4.37,0.1,0.13,0.42,20.86,39.77,54.76,36.715,-121.3492,275.8,CA,454.64
-118.0939,34.5883,USC00046624,47.59,59.97,35.78,7.73,3.71,1.27,2.23,2.26,4.23,5.48,6.36,26.61,34.5883,-118.0939,794.3,CA,203.22
