STNID,MEDIA,_ID,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE
USC00045032,23.637833333333333,USC00045032,38.1061,-121.2878,12.2,CA
USC00045064,20.221416666666666,USC00045064,34.6539,-120.4514,29,CA
USC00045118,24.69333333333333,USC00045118,37.0564,-120.8667,36.6,CA
USC00045120,24.065750000000005,USC00045120,36.9897,-120.9297,124.1,CA
USC00045123,21.506583333333335,USC00045123,37.2319,-121.9592,111.3,CA
USC00045233,24.221999999999998,USC00045233,36.9539,-120.0378,82.3,CA
USC00045280,13.635999999999997,USC00045280,37.6478,-118.9617,2378.7,CA
USC00045311,14.612916666666665,USC00045311,40.5411,-121.5767,1752.6,CA
USC00045360,24.450333333333337,USC00045360,38.4917,-122.1242,146.3,CA
USC00045378,22.73758333333333,USC00045378,38.0131,-122.1142,12.2,CA
USC00045385,25.123166666666666,USC00045385,39.1458,-121.5853,17.4,CA
USC00045449,19.40725,USC00045449,41.2514,-122.1383,999.7,CA
USC00045502,31.92958333333333,USC00045502,33.5714,-116.0767,-54.9,CA
USC00045532,24.314666666666664,USC00045532,37.2858,-120.5117,46.6,CA
USC00045679,15.76225,USC00045679,40.3458,-121.6092,1485.9,CA
USC00045721,22.11125,USC00045721,34.9436,-115.5469,1325.9,CA
USC00045756,24.41125,USC00045756,35.0492,-118.1619,833.6,CA
USC00045790,26.04941666666667,USC00045790,34.0192,-118.1053,75,CA
USC00045795,17.142083333333336,USC00045795,36.5903,-121.91,117.3,CA
USC00045802,16.783916666666666,USC00045802,36.5928,-121.8556,37.2,CA
USC00045866,19.77175,USC00045866,35.3672,-120.8456,35.1,CA
USC00045915,20.5495,USC00045915,37.8792,-121.9303,661.4,CA
USC00045933,15.660166666666663,USC00045933,37.3436,-121.6425,1282,CA
USC00046006,20.312583333333336,USC00046006,34.2308,-118.0711,1740.4,CA
USC00046074,21.949083333333334,USC00046074,38.2778,-122.2647,10.7,CA
USC00046136,19.4975,USC00046136,39.2467,-121.0008,847.6,CA
USC00046144,20.409916666666664,USC00046144,37.5147,-122.0325,3,CA
USC00046154,24.360416666666662,USC00046154,34.9456,-119.6828,658.4,CA
USC00046161,25.380749999999995,USC00046161,34.3933,-118.5939,538,CA
USC00046168,26.62733333333333,USC00046168,37.2811,-121.0178,27.4,CA
USC00046172,24.30583333333334,USC00046172,37.95,-120.5333,236.2,CA
USC00046174,24.23025,USC00046174,38.0047,-120.4864,292.6,CA
USC00046175,18.954333333333334,USC00046175,33.6025,-117.8803,3,CA
USC00046263,25.397499999999997,USC00046263,34.2447,-118.525,289,CA
USC00046336,19.552249999999997,USC00046336,37.7983,-122.2642,9.1,CA
USC00046377,18.365999999999996,USC00046377,33.2097,-117.395,3,CA
USC00046399,25.278499999999998,USC00046399,34.4478,-119.2275,227.1,CA
USC00046498,15.777333333333333,USC00046498,41.3619,-124.0192,48.8,CA
USC00046506,24.096,USC00046506,39.7458,-122.1997,77.4,CA
USC00046508,20.561000000000003,USC00046508,41.3089,-123.5317,122.8,CA
USC00046521,24.226,USC00046521,39.5178,-121.5531,52.1,CA
USC00046569,20.53858333333333,USC00046569,34.1981,-119.1753,14.9,CA
USC00046572,21.34566666666667,USC00046572,34.2067,-119.1375,15.8,CA
USC00046599,18.353416666666664,USC00046599,37.5917,-122.4717,144.8,CA
USC00046610,21.713499999999996,USC00046610,36.715,-121.3492,275.8,CA
USC00046624,25.547750000000004,USC00046624,34.5883,-118.0939,794.3,CA
USC00046635,31.2025,USC00046635,33.8275,-116.5097,129.5,CA
USC00046646,21.140666666666668,USC00046646,37.4436,-122.1403,7.6,CA
USC00046657,18.973166666666668,USC00046657,33.3781,-116.84,1691.6,CA
USC00046685,21.966333333333328,USC00046685,39.7536,-121.6239,533.4,CA
USC00046699,30.71375,USC00046699,34.2903,-114.1708,224.9,CA
USC00046719,25.359499999999997,USC00046719,34.1481,-118.1444,263.3,CA
USC00046730,24.774583333333336,USC00046730,35.6278,-120.6856,222.5,CA
USC00046773,24.310000000000002,USC00046773,34.5028,-117.8944,929.6,CA
USC00046826,20.705,USC00046826,38.2578,-122.6078,6.1,CA
USC00046926,25.25616666666667,USC00046926,36.4817,-121.1822,398.4,CA
USC00046943,17.70566666666667,USC00046943,35.1597,-120.6831,11.9,CA
USC00046960,22.902250000000006,USC00046960,38.6956,-120.8244,563.9,CA
USC00046962,21.780666666666665,USC00046962,38.7333,-120.7333,839.7,CA
USC00047050,25.7775,USC00047050,34.0817,-117.7658,317,CA
USC00047077,26.412583333333334,USC00047077,36.0678,-119.02,119.8,CA
USC00047085,17.086666666666666,USC00047085,39.8053,-120.4719,1478.3,CA
USC00047109,22.733166666666673,USC00047109,39.3619,-123.1286,310.3,CA
USC00047150,23.853916666666667,USC00047150,36.1883,-120.6953,701,CA
USC00047195,19.548916666666667,USC00047195,39.9367,-120.9475,1042.4,CA
USC00047228,24.722166666666666,USC00047228,33.0114,-116.9081,448.1,CA
USC00047253,23.611833333333333,USC00047253,35.3692,-117.6525,1088.1,CA
USC00047306,26.61091666666667,USC00047306,34.0528,-117.1894,401.7,CA
USC00047339,20.9695,USC00047339,37.4767,-122.2386,9.4,CA
USC00047404,19.5765,USC00047404,40.0261,-123.7931,153.3,CA
USC00047414,19.364583333333336,USC00047414,37.9192,-122.3772,6.1,CA
USC00047470,26.68025,USC00047470,33.9511,-117.3881,256,CA
USC00047473,26.887,USC00047473,33.9669,-117.3614,300.5,CA
USC00047641,14.194416666666669,USC00047641,39.4317,-120.2406,1931.5,CA
USC00047643,23.262000000000004,USC00047643,38.5067,-122.4714,68.6,CA
USC00047668,20.124583333333334,USC00047668,36.6594,-121.6656,13.7,CA
USC00047689,20.8595,USC00047689,38.5006,-120.2189,1127.8,CA
USC00047723,27.622249999999998,USC00047723,34.1344,-117.2539,347.5,CA
USC00047767,15.326999999999998,USC00047767,37.7281,-122.5053,2.4,CA
USC00047785,23.880583333333334,USC00047785,34.1061,-118.1,137.2,CA
USC00047807,18.06866666666667,USC00047807,37.3117,-122.3617,83.8,CA
USC00047813,26.801833333333335,USC00047813,33.7869,-116.9583,475.5,CA
USC00047821,21.550833333333333,USC00047821,37.3592,-121.9239,15.5,CA
USC00047846,23.930166666666665,USC00047846,37.0533,-121.0578,84.4,CA
USC00047851,20.84333333333333,USC00047851,35.3039,-120.665,93.9,CA
USC00047874,26.237749999999995,USC00047874,33.0956,-116.9975,128,CA
USC00047880,19.538916666666662,USC00047880,37.9983,-122.5372,36.6,CA
USC00047888,24.537166666666664,USC00047888,33.7442,-117.8667,41.1,CA
USC00047902,21.026,USC00047902,34.4167,-119.6844,1.5,CA
USC00047916,19.95775,USC00047916,36.9906,-121.9911,39.6,CA
USC00047953,18.596666666666664,USC00047953,34.0075,-118.4997,4.3,CA
USC00047957,23.576916666666666,USC00047957,34.3119,-119.1331,72.2,CA
USC00047965,21.804750000000002,USC00047965,38.4381,-122.6978,53,CA
USC00048045,17.900416666666665,USC00048045,40.4831,-124.1036,41.5,CA
USC00048135,22.809250000000002,USC00048135,40.7142,-122.4161,327.7,CA
USC00048163,16.787249999999997,USC00048163,40.0331,-124.0728,75,CA
USC00048207,17.615916666666664,USC00048207,39.5678,-120.6228,1292.4,CA
USC00048273,17.758666666666667,USC00048273,37.3133,-122.185,691.9,CA
USC00048351,22.018666666666665,USC00048351,38.2994,-122.4622,29.6,CA
USC00048353,22.355416666666667,USC00048353,37.9672,-120.3872,510.5,CA
USC00048380,16.029249999999998,USC00048380,37.5072,-119.6331,1538.3,CA
USC00048560,25.049000000000003,USC00048560,37.9994,-121.3178,3.7,CA
USC00048587,23.936916666666665,USC00048587,39.5858,-122.5339,243.8,CA
USC00048606,18.228500000000004,USC00048606,39.5631,-121.1078,1160.7,CA
USC00048655,27.944666666666674,USC00048655,33.7156,-117.19,432.8,CA
USC00048702,17.77775,USC00048702,40.4167,-120.6631,1275.3,CA
USC00048713,22.356000000000005,USC00048713,38.3772,-120.8008,483.4,CA
USC00048752,24.90725,USC00048752,35.1503,-119.43,235.6,CA
USC00048758,13.818166666666663,USC00048758,39.1678,-120.1428,1898.9,CA
USC00048826,19.49116666666667,USC00048826,35.1333,-118.45,1224.4,CA
USC00048873,15.716416666666666,USC00048873,40.8667,-120.4333,1615.4,CA
USC00048917,23.87483333333333,USC00048917,36.465,-118.8619,347.5,CA
USC00048928,20.772666666666666,USC00048928,38.4461,-120.4992,717.8,CA
USC00049001,23.830250000000003,USC00049001,37.7967,-121.5828,18.6,CA
USC00049026,21.230416666666667,USC00049026,40.7264,-122.7947,567.2,CA
USC00049035,28.072083333333335,USC00049035,35.7636,-117.3908,516.6,CA
USC00049043,16.014583333333334,USC00049043,39.3331,-120.173,1774.9,CA
USC00049053,16.383083333333335,USC00049053,41.96,-121.4744,1229.9,CA
USC00049073,23.683999999999997,USC00049073,37.5006,-120.855,35.1,CA
USC00049087,23.493,USC00049087,33.7025,-117.7539,71.6,CA
USC00049099,27.187250000000002,USC00049099,34.1281,-116.0369,602,CA
USC00049105,12.886000000000003,USC00049105,38.7086,-120.0403,2438.4,CA
USC00049111,23.073083333333333,USC00049111,34.9881,-120.3211,177.4,CA
USC00049122,22.316,USC00049122,39.1467,-123.2103,193.9,CA
USC00049152,21.69,USC00049152,34.0697,-118.4428,131.1,CA
USC00049200,24.566416666666665,USC00049200,38.3956,-121.9608,33.5,CA
USC00049325,26.610166666666668,USC00049325,34.535,-117.3058,871.1,CA
USC00049367,24.381583333333335,USC00049367,36.3283,-119.2992,99.1,CA
USC00049378,22.509416666666663,USC00049378,33.2294,-117.2269,155.4,CA
USC00049440,23.544416666666667,USC00049440,38.7161,-122.9975,68.3,CA
USC00049452,25.940666666666672,USC00049452,35.5892,-119.3519,88.7,CA
USC00049473,19.7155,USC00049473,36.9308,-121.7692,29,CA
USC00049490,21.64033333333333,USC00049490,40.7222,-122.9331,599.8,CA
USC00049621,23.488916666666665,USC00049621,40.6117,-122.5281,394.7,CA
USC00049671,22.486000000000004,USC00049671,36.2656,-117.1853,1249.7,CA
USC00049684,19.5095,USC00049684,39.4194,-123.3425,412.4,CA
USC00049699,24.68766666666666,USC00049699,39.5231,-122.3058,71,CA
USC00049742,25.479416666666665,USC00049742,38.5228,-121.9683,41.1,CA
USC00049781,24.371166666666664,USC00049781,38.6828,-121.7942,21,CA
USC00049792,23.676583333333337,USC00049792,37.4286,-122.2567,115.8,CA
USC00049822,17.49141666666667,USC00049822,34.3617,-117.6386,1828.8,CA
USC00049855,19.758666666666663,USC00049855,37.75,-119.5897,1224.7,CA
USC00049866,19.991333333333333,USC00049866,41.7036,-122.6408,800.1,CA
USW00003102,25.597333333333335,USW00003102,34.0561,-117.6003,289.3,CA
USW00003104,31.41491666666667,USW00003104,33.6267,-116.1594,-36,CA
USW00003122,21.293833333333332,USW00003122,33.8017,-118.3411,27.4,CA
USW00003131,22.26691666666667,USW00003131,32.8158,-117.1394,127.1,CA
USW00003144,31.255000000000006,USW00003144,32.8342,-115.5786,-17.7,CA
USW00003154,22.742500000000003,USW00003154,33.3,-117.35,22.9,CA
USW00003159,25.295333333333332,USW00003159,34.7411,-118.2117,712.6,CA
USW00003164,24.660083333333336,USW00003164,32.6233,-116.4728,801.6,CA
USW00003166,24.263333333333332,USW00003166,33.8719,-117.9789,29.3,CA
USW00003167,21.98308333333333,USW00003167,33.9228,-118.3342,19.2,CA
USW00003171,26.12258333333334,USW00003171,33.9519,-117.4386,245.4,CA
USW00003177,20.1515,USW00003177,33.1281,-117.2794,100,CA
USW00003178,22.216916666666666,USW00003178,32.5722,-116.9794,157,CA
USW00003179,26.161999999999995,USW00003179,33.9753,-117.6361,198.1,CA
USW00023110,25.34783333333333,USW00023110,36.3333,-119.95,70.7,CA
USW00023129,22.932750000000002,USW00023129,33.8117,-118.1464,9.4,CA
USW00023130,25.141333333333336,USW00023130,34.2097,-118.4892,234.7,CA
USW00023136,21.552583333333335,USW00023136,34.2167,-119.0833,23.5,CA
USW00023152,24.732333333333333,USW00023152,34.2006,-118.3575,225.9,CA
USW00023155,25.40675,USW00023155,35.4344,-119.0542,149,CA
USW00023156,25.140166666666662,USW00023156,33.9286,-116.9814,789.7,CA
USW00023157,23.283916666666666,USW00023157,37.3711,-118.3581,1250.3,CA
USW00023158,31.159333333333336,USW00023158,33.6186,-114.7142,120.4,CA
USW00023161,27.795166666666663,USW00023161,34.8536,-116.7858,584.3,CA
USW00023174,20.614833333333333,USW00023174,33.9381,-118.3889,29.6,CA
USW00023179,30.53408333333334,USW00023179,34.7675,-114.6189,271.3,CA
USW00023182,24.920416666666664,USW00023182,34.6294,-118.0836,769.3,CA
USW00023187,18.608333333333334,USW00023187,34.7436,-118.7242,1374.6,CA
USW00023188,20.673083333333334,USW00023188,32.7336,-117.1831,4.6,CA
USW00023190,20.325333333333333,USW00023190,34.4258,-119.8425,2.7,CA
USW00023191,19.5305,USW00023191,33.405,-118.4158,488.3,CA
USW00023213,21.812916666666666,USW00023213,38.5039,-122.8103,34.7,CA
USW00023225,14.644249999999998,USW00023225,39.2775,-120.7103,1608.1,CA
USW00023230,18.822833333333335,USW00023230,37.7214,-122.2208,1.8,CA
USW00023232,23.32375,USW00023232,38.5069,-121.495,4.6,CA
USW00023233,19.571916666666663,USW00023233,36.6636,-121.6081,22.6,CA
USW00023234,18.566916666666668,USW00023234,37.6197,-122.3647,2.4,CA
USW00023237,23.858083333333337,USW00023237,37.8892,-121.2258,7.9,CA
USW00023239,19.6235,USW00023239,37.7333,-122.3167,4.9,CA
USW00023244,20.561249999999998,USW00023244,37.4058,-122.0481,11.9,CA
USW00023254,22.56741666666667,USW00023254,37.9917,-122.055,5.5,CA
USW00023257,24.046083333333332,USW00023257,37.2847,-120.5128,46.3,CA
USW00023258,24.84658333333333,USW00023258,37.6242,-120.9506,22.3,CA
USW00023259,17.83575,USW00023259,36.5881,-121.8453,50.3,CA
USW00023271,23.8145,USW00023271,38.5556,-121.4169,11.6,CA
USW00023272,17.779666666666667,USW00023272,37.7706,-122.4269,45.7,CA
USW00023273,20.311000000000003,USW00023273,34.8994,-120.4486,73.8,CA
USW00023275,22.97475,USW00023275,39.1258,-123.2008,183.2,CA
USW00023277,19.668416666666666,USW00023277,36.9358,-121.7886,48.8,CA
USW00023285,22.409750000000003,USW00023285,37.6928,-121.8144,119.8,CA
USW00023293,22.497833333333336,USW00023293,37.3592,-121.9239,15.5,CA
USW00024213,15.246749999999999,USW00024213,40.8097,-124.1603,6.1,CA
USW00024215,17.82983333333333,USW00024215,41.3325,-122.3328,1077.5,CA
USW00024216,24.270416666666666,USW00024216,40.1519,-122.2536,107.6,CA
USW00024257,24.294416666666663,USW00024257,40.5175,-122.2986,151.5,CA
USW00024259,19.23908333333333,USW00024259,41.7806,-122.4717,803.1,CA
USW00024283,14.800583333333334,USW00024283,40.9781,-124.1086,61,CA
USW00024286,14.227750000000002,USW00024286,41.7803,-124.2367,17.1,CA
USW00053119,24.784166666666664,USW00053119,36.3189,-119.6289,75.9,CA
USW00053120,24.240916666666667,USW00053120,33.0375,-116.9158,424.6,CA
USW00053121,21.386499999999998,USW00053121,33.2194,-117.3494,8.5,CA
USW00093101,22.92425,USW00093101,33.6667,-117.7333,116.1,CA
USW00093104,27.172083333333333,USW00093104,35.6875,-117.6931,679.7,CA
USW00093107,22.636833333333332,USW00093107,32.8667,-117.1333,145.4,CA
USW00093110,19.618250000000003,USW00093110,34.2008,-119.2069,11,CA
USW00093111,19.819666666666667,USW00093111,34.1167,-119.1167,4,CA
USW00093112,22.38333333333333,USW00093112,32.7,-117.2,7.9,CA
USW00093114,25.466333333333335,USW00093114,33.7,-117.8333,18,CA
USW00093134,23.60258333333333,USW00093134,34.0511,-118.2353,70.1,CA
USW00093138,30.936333333333337,USW00093138,33.8281,-116.5053,128.3,CA
USW00093184,22.24925,USW00093184,33.68,-117.8664,16.5,CA
USW00093193,25.055000000000003,USW00093193,36.78,-119.7194,101.5,CA
USW00093197,20.89925,USW00093197,34.0158,-118.4514,53,CA
USW00093205,24.00266666666667,USW00093205,39.1019,-121.5678,18.9,CA
USW00093206,21.919000000000008,USW00093206,35.2372,-120.6414,61,CA
USW00093209,24.664,USW00093209,35.6697,-120.6283,246.9,CA
USW00093210,23.595249999999997,USW00093210,39.49,-121.6183,57.9,CA
USW00093225,23.533999999999995,USW00093225,38.6956,-121.5897,7,CA
USW00093227,20.73341666666667,USW00093227,38.2103,-122.2847,4.3,CA
USW00093228,19.488666666666667,USW00093228,37.6542,-122.115,13.1,CA
USW00093230,15.652166666666664,USW00093230,38.8983,-119.9947,1924.5,CA
USW00093241,24.06425,USW00093241,38.3775,-121.9575,33.2,CA
USW00093242,24.52591666666667,USW00093242,36.9878,-120.1106,77.1,CA
USW00094299,17.417416666666668,USW00094299,41.4914,-120.5644,1333.5,CA
