STNID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,_ID,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE
USC00043710,14.6210,17.1630,20.5880,25.4250,30.3020,35.5980,38.1920,37.1450,32.8030,26.5670,19.4010,13.7340,USC00043710,36.1389,-117.9528,1165.9,CA
USC00043714,14.7450,15.3400,15.1550,15.7480,15.8780,17.5730,18.3230,18.9540,19.2910,18.3550,16.7580,14.6970,USC00043714,37.4725,-122.4433,8.2,CA
USC00043747,11.5520,16.1590,19.3440,24.3570,28.8550,32.8050,35.1020,34.2550,31.0540,26.1040,17.7540,11.3210,USC00043747,36.3158,-119.6369,72.2,CA
USC00043824,8.6510,11.3060,14.0840,19.0010,22.8300,27.6090,31.4610,31.6570,27.1810,21.2460,12.1520,8.1620,USC00043824,40.9317,-121.5433,919,CA
USC00043855,19.0090,21.0170,24.2280,28.5670,32.8190,37.9410,39.7170,38.9160,35.7340,29.9230,23.1110,18.5420,USC00043855,33.7044,-115.6289,417.6,CA
USC00043875,13.7740,17.4270,18.9100,22.0850,25.6390,28.8640,31.0820,30.3690,28.6750,25.1060,18.0380,13.8700,USC00043875,38.6175,-122.8731,32.9,CA
USC00043896,20.3550,21.2270,22.8700,25.1830,28.8940,33.9680,37.5540,35.2250,33.3710,29.4580,23.0020,19.7540,USC00043896,33.7381,-116.8939,552,CA
USC00043914,16.4450,17.2830,18.5110,21.5890,24.8380,30.1300,33.6370,33.8100,30.8950,25.9250,20.0220,16.3890,USC00043914,33.2372,-116.7614,823,CA
USC00043939,8.4140,10.7390,12.6880,16.9900,20.5310,25.3870,28.6380,28.7130,24.7980,20.1010,11.9810,7.6940,USC00043939,37.9614,-119.7831,1179.6,CA
USC00044025,16.0620,17.9970,19.2980,22.5050,23.7820,26.2960,27.7560,27.2340,27.3800,25.1350,19.4460,15.9670,USC00044025,36.8483,-121.4214,83.8,CA
USC00044176,7.1660,7.0020,7.2680,10.3090,13.2910,18.2760,22.0660,21.9800,17.5730,13.5120,8.6720,6.1680,USC00044176,37.2275,-119.2206,2139.7,CA
USC00044211,12.4710,12.8870,13.8620,17.8800,21.8170,26.5810,28.9310,28.5100,25.2990,20.7610,15.4200,12.2940,USC00044211,33.7572,-116.7067,1639.8,CA
USC00044223,21.1940,23.5110,26.3380,30.5180,34.6810,39.5700,41.0700,40.3320,37.5080,31.6510,25.1290,20.4010,USC00044223,32.8489,-115.5667,-19.5,CA
USC00044232,13.3530,15.7130,19.3630,24.3270,29.0140,34.2040,36.6330,35.4660,31.4090,25.0160,17.6540,12.2620,USC00044232,36.7981,-118.2036,1204,CA
USC00044259,21.7330,24.0450,26.7050,30.5580,34.6870,39.2300,40.9280,40.3680,37.6840,32.1640,25.7760,21.1900,USC00044259,33.7086,-116.2153,-6.4,CA
USC00044278,15.0490,17.5430,20.6950,25.4030,30.0280,35.1220,37.7190,36.8980,32.5140,26.9970,19.4880,13.7110,USC00044278,35.6514,-117.8214,740.7,CA
USC00044297,19.1420,21.7030,25.6430,30.4980,35.1740,40.1090,42.0750,40.8600,37.2990,31.1400,23.6470,18.0960,USC00044297,34.1472,-115.1219,281,CA
USC00044374,6.2700,6.6470,9.3450,14.0650,18.2030,23.0390,27.7100,27.8770,23.0220,17.6040,8.6200,5.3210,USC00044374,41.2683,-120.2947,1645.9,CA
USC00044500,11.5160,14.8130,16.6630,19.8300,22.8970,26.2690,28.0640,27.2140,25.9010,21.9260,15.2530,11.4400,USC00044500,37.9569,-122.5439,44.2,CA
USC00044523,15.8010,17.2730,19.1330,23.3610,27.4730,32.5410,35.8900,35.7150,31.3750,26.2610,18.8300,15.1700,USC00044523,35.7831,-118.4389,823.9,CA
