STNID,MEDIA,_ID,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE
USC00044232,7.244666666666667,USC00044232,36.7981,-118.2036,1204,CA
USC00044259,16.216833333333334,USC00044259,33.7086,-116.2153,-6,CA
USC00044278,8.362166666666665,USC00044278,35.6514,-117.8214,741,CA
USC00044297,16.9955,USC00044297,34.1472,-115.1219,281,CA
USC00044374,0.24800000000000014,USC00044374,41.2683,-120.2947,1646,CA
USC00044500,8.22875,USC00044500,37.9569,-122.5439,44,CA
USC00044523,7.5986666666666665,USC00044523,35.7831,-118.4389,824,CA
USC00044555,6.926083333333332,USC00044555,36.2069,-121.1378,98,CA
USC00044577,5.559250000000001,USC00044577,41.5786,-124.0747,9,CA
USC00044647,10.849166666666667,USC00044647,33.5453,-117.7814,13,CA
USC00044671,4.43175,USC00044671,34.2467,-117.1883,1587,CA
USC00044712,9.508583333333334,USC00044712,38.4919,-122.0039,58,CA
USC00044713,1.0000833333333334,USC00044713,39.3183,-120.6392,1572,CA
USC00044735,12.418083333333334,USC00044735,32.7675,-117.0233,162,CA
USC00044838,0.9903333333333331,USC00044838,41.7019,-121.5011,1454,CA
USC00044881,1.4394166666666666,USC00044881,37.9567,-119.1194,2072,CA
USC00044890,9.623083333333334,USC00044890,36.3817,-119.0264,156,CA
USC00044957,8.57525,USC00044957,36.2033,-119.0545,133,CA
USC00044997,8.313583333333332,USC00044997,37.6922,-121.7692,146,CA
USC00045026,-1.8269166666666672,USC00045026,36.6044,-118.7325,2053,CA
USC00045032,8.13075,USC00045032,38.1061,-121.2878,12,CA
USC00045064,9.33725,USC00045064,34.6539,-120.4514,29,CA
USC00045118,9.812416666666667,USC00045118,37.0564,-120.8667,37,CA
USC00045120,10.66825,USC00045120,36.9897,-120.9297,124,CA
USC00045123,7.723,USC00045123,37.2319,-121.9592,111,CA
USC00045233,8.737833333333333,USC00045233,36.9539,-120.0378,82,CA
USC00045280,-2.0545,USC00045280,37.6478,-118.9617,2379,CA
USC00045311,-0.37633333333333363,USC00045311,40.5411,-121.5767,1753,CA
USC00045360,6.88025,USC00045360,38.4917,-122.1242,146,CA
USC00045378,5.955333333333333,USC00045378,38.0131,-122.1142,12,CA
USC00045385,9.986833333333335,USC00045385,39.1458,-121.5853,17,CA
USC00045449,1.5292500000000002,USC00045449,41.2514,-122.1383,1000,CA
USC00045502,12.809916666666672,USC00045502,33.5714,-116.0767,-55,CA
USC00045532,8.45625,USC00045532,37.2858,-120.5117,47,CA
USC00045679,-0.6329166666666666,USC00045679,40.3458,-121.6092,1486,CA
USC00045721,11.901083333333332,USC00045721,34.9436,-115.5469,1326,CA
USC00045756,9.607833333333332,USC00045756,35.0492,-118.1619,834,CA
USC00045790,12.71125,USC00045790,34.0192,-118.1053,75,CA
USC00045795,8.509416666666665,USC00045795,36.5903,-121.91,117,CA
USC00045802,8.771416666666667,USC00045802,36.5928,-121.8556,37,CA
USC00045866,9.865333333333334,USC00045866,35.3672,-120.8456,35,CA
USC00045915,8.90925,USC00045915,37.8792,-121.9303,661,CA
USC00045933,8.855083333333335,USC00045933,37.3436,-121.6425,1282,CA
USC00046006,8.11475,USC00046006,34.2308,-118.0711,1740,CA
USC00046074,8.201583333333334,USC00046074,38.2778,-122.2647,11,CA
USC00046136,7.233250000000001,USC00046136,39.2467,-121.0008,848,CA
USC00046144,10.37975,USC00046144,37.5147,-122.0325,3,CA
USC00046154,5.6355,USC00046154,34.9456,-119.6828,658,CA
USC00046161,11.03275,USC00046161,34.3933,-118.5939,538,CA
USC00046168,8.47,USC00046168,37.2811,-121.0178,27,CA
USC00046172,7.202000000000001,USC00046172,37.95,-120.5333,236,CA
USC00046174,9.797666666666666,USC00046174,38.0047,-120.4864,293,CA
USC00046175,13.510083333333332,USC00046175,33.6025,-117.8803,3,CA
USC00046263,11.787833333333332,USC00046263,34.2447,-118.525,289,CA
USC00046336,10.584999999999999,USC00046336,37.7983,-122.2642,9,CA
USC00046377,11.92,USC00046377,33.2097,-117.395,3,CA
USC00046399,7.277083333333334,USC00046399,34.4478,-119.2275,227,CA
USC00046498,5.330583333333334,USC00046498,41.3619,-124.0192,49,CA
USC00046506,8.835,USC00046506,39.7458,-122.1997,77,CA
USC00046508,7.182916666666666,USC00046508,41.3089,-123.5317,123,CA
USC00046521,9.354083333333334,USC00046521,39.5178,-121.5531,52,CA
USC00046569,11.86425,USC00046569,34.1981,-119.1753,15,CA
USC00046572,10.864333333333335,USC00046572,34.2067,-119.1375,16,CA
USC00046599,10.56525,USC00046599,37.5917,-122.4717,145,CA
USC00046610,4.670916666666667,USC00046610,36.715,-121.3492,276,CA
USC00046624,8.707583333333332,USC00046624,34.5883,-118.0939,794,CA
USC00046635,14.8245,USC00046635,33.8275,-116.5097,130,CA
USC00046646,8.065083333333332,USC00046646,37.4436,-122.1403,8,CA
USC00046657,7.981916666666667,USC00046657,33.3781,-116.84,1692,CA
USC00046685,10.358666666666666,USC00046685,39.7536,-121.6239,533,CA
USC00046699,14.472250000000003,USC00046699,34.2903,-114.1708,225,CA
USC00046719,12.503583333333333,USC00046719,34.1481,-118.1444,263,CA
USC00046730,5.8020000000000005,USC00046730,35.6278,-120.6856,223,CA
USC00046773,9.98275,USC00046773,34.5028,-117.8944,930,CA
USC00046826,7.072166666666665,USC00046826,38.2578,-122.6078,6,CA
USC00046926,1.3361666666666665,USC00046926,36.4817,-121.1822,398,CA
USC00046943,9.674166666666666,USC00046943,35.1597,-120.6831,12,CA
USC00046960,7.802583333333334,USC00046960,38.6956,-120.8244,564,CA
USC00046962,9.64175,USC00046962,38.7333,-120.7333,840,CA
USC00047050,10.886666666666665,USC00047050,34.0817,-117.7658,317,CA
USC00047077,10.608333333333333,USC00047077,36.0678,-119.02,120,CA
USC00047085,-1.1224166666666664,USC00047085,39.8053,-120.4719,1478,CA
USC00047109,5.809500000000001,USC00047109,39.3619,-123.1286,310,CA
USC00047150,3.1472499999999997,USC00047150,36.1883,-120.6953,701,CA
USC00047195,2.013,USC00047195,39.9367,-120.9475,1042,CA
USC00047228,7.347833333333334,USC00047228,33.0114,-116.9081,448,CA
USC00047253,9.940416666666666,USC00047253,35.3692,-117.6525,1088,CA
USC00047306,9.798916666666667,USC00047306,34.0528,-117.1894,402,CA
USC00047339,8.627833333333333,USC00047339,37.4767,-122.2386,9,CA
USC00047404,6.798000000000001,USC00047404,40.0261,-123.7931,153,CA
USC00047414,9.87225,USC00047414,37.9192,-122.3772,6,CA
USC00047470,11.15033333333333,USC00047470,33.9511,-117.3881,256,CA
USC00047473,10.51075,USC00047473,33.9669,-117.3614,301,CA
USC00047641,-4.168166666666666,USC00047641,39.4317,-120.2406,1932,CA
USC00047643,7.670666666666666,USC00047643,38.5067,-122.4714,69,CA
USC00047668,7.646250000000001,USC00047668,36.6594,-121.6656,14,CA
USC00047689,7.097249999999999,USC00047689,38.5006,-120.2189,1128,CA
USC00047723,10.964583333333332,USC00047723,34.1344,-117.2539,348,CA
USC00047767,9.68525,USC00047767,37.7281,-122.5053,2,CA
USC00047785,12.32433333333333,USC00047785,34.1061,-118.1,137,CA
USC00047807,6.258833333333334,USC00047807,37.3117,-122.3617,84,CA
USC00047813,8.233833333333335,USC00047813,33.7869,-116.9583,476,CA
USC00047821,9.796416666666667,USC00047821,37.3592,-121.9239,16,CA
USC00047846,10.698166666666665,USC00047846,37.0533,-121.0578,84,CA
USC00047851,9.43775,USC00047851,35.3039,-120.665,94,CA
USC00047874,8.947666666666665,USC00047874,33.0956,-116.9975,128,CA
USC00047880,9.005250000000002,USC00047880,37.9983,-122.5372,37,CA
USC00047888,12.326416666666667,USC00047888,33.7442,-117.8667,41,CA
USC00047902,12.188,USC00047902,34.4167,-119.6844,2,CA
USC00047916,8.35525,USC00047916,36.9906,-121.9911,40,CA
USC00047953,13.574999999999996,USC00047953,34.0075,-118.4997,4,CA
USC00047957,8.811166666666667,USC00047957,34.3119,-119.1331,72,CA
USC00047965,7.534833333333334,USC00047965,38.4381,-122.6978,53,CA
USC00048045,8.69525,USC00048045,40.4831,-124.1036,42,CA
USC00048135,10.94375,USC00048135,40.7142,-122.4161,328,CA
USC00048163,9.049666666666667,USC00048163,40.0331,-124.0728,75,CA
USC00048207,4.754416666666667,USC00048207,39.5678,-120.6228,1292,CA
USC00048273,8.19425,USC00048273,37.3133,-122.185,692,CA
USC00048351,6.699250000000002,USC00048351,38.2994,-122.4622,30,CA
USC00048353,5.652,USC00048353,37.9672,-120.3872,511,CA
USC00048380,2.086,USC00048380,37.5072,-119.6331,1538,CA
USC00048560,9.123083333333332,USC00048560,37.9994,-121.3178,4,CA
USC00048587,6.420249999999999,USC00048587,39.5858,-122.5339,244,CA
USC00048606,3.882583333333334,USC00048606,39.5631,-121.1078,1161,CA
USC00048655,7.6972499999999995,USC00048655,33.7156,-117.19,433,CA
USC00048702,2.3109166666666665,USC00048702,40.4167,-120.6631,1275,CA
USC00048713,9.248416666666666,USC00048713,38.3772,-120.8008,483,CA
USC00048752,11.055333333333332,USC00048752,35.1503,-119.43,236,CA
USC00048758,-1.0280833333333337,USC00048758,39.1678,-120.1428,1899,CA
USC00048826,5.586833333333334,USC00048826,35.1333,-118.45,1224,CA
USC00048873,-2.2714166666666666,USC00048873,40.8667,-120.4333,1615,CA
USC00048917,8.694583333333334,USC00048917,36.465,-118.8619,348,CA
USC00048928,5.963416666666666,USC00048928,38.4461,-120.4992,718,CA
USC00049001,10.366666666666667,USC00049001,37.7967,-121.5828,19,CA
USC00049026,4.151,USC00049026,40.7264,-122.7947,567,CA
USC00049035,11.409666666666666,USC00049035,35.7636,-117.3908,517,CA
USC00049043,-3.553583333333332,USC00049043,39.3331,-120.173,1775,CA
USC00049053,-0.5645000000000001,USC00049053,41.96,-121.4744,1230,CA
USC00049073,10.082833333333332,USC00049073,37.5006,-120.855,35,CA
USC00049087,11.205666666666666,USC00049087,33.7025,-117.7539,72,CA
USC00049099,12.9375,USC00049099,34.1281,-116.0369,602,CA
USC00049105,-2.851833333333334,USC00049105,38.7086,-120.0403,2438,CA
USC00049111,6.136833333333332,USC00049111,34.9881,-120.3211,177,CA
USC00049122,7.4855833333333335,USC00049122,39.1467,-123.2103,194,CA
USC00049152,12.953000000000001,USC00049152,34.0697,-118.4428,131,CA
USC00049200,9.205083333333333,USC00049200,38.3956,-121.9608,34,CA
USC00049325,7.495333333333335,USC00049325,34.535,-117.3058,871,CA
USC00049367,10.498499999999998,USC00049367,36.3283,-119.2992,99,CA
USC00049378,11.642249999999999,USC00049378,33.2294,-117.2269,155,CA
USC00049440,6.797583333333335,USC00049440,38.7161,-122.9975,68,CA
USC00049452,9.017583333333333,USC00049452,35.5892,-119.3519,89,CA
USC00049473,8.115166666666667,USC00049473,36.9308,-121.7692,29,CA
USC00049490,3.92775,USC00049490,40.7222,-122.9331,600,CA
USC00049621,9.949250000000001,USC00049621,40.6117,-122.5281,395,CA
USC00049671,7.085999999999999,USC00049671,36.2656,-117.1853,1250,CA
USC00049684,3.182916666666666,USC00049684,39.4194,-123.3425,412,CA
USC00049699,8.228250000000001,USC00049699,39.5231,-122.3058,71,CA
USC00049742,9.39625,USC00049742,38.5228,-121.9683,41,CA
USC00049781,9.644916666666667,USC00049781,38.6828,-121.7942,21,CA
USC00049792,6.008249999999999,USC00049792,37.4286,-122.2567,116,CA
USC00049822,2.5195,USC00049822,34.3617,-117.6386,1829,CA
USC00049855,4.788083333333334,USC00049855,37.75,-119.5897,1225,CA
USC00049866,2.3725,USC00049866,41.7036,-122.6408,800,CA
USW00003102,11.457749999999999,USW00003102,34.0561,-117.6003,289,CA
USW00003104,12.072333333333333,USW00003104,33.6267,-116.1594,-36,CA
USW00003122,12.054583333333335,USW00003122,33.8017,-118.3411,27,CA
USW00003131,12.205166666666665,USW00003131,32.8158,-117.1394,127,CA
USW00003144,14.044083333333333,USW00003144,32.8342,-115.5786,-18,CA
USW00003154,10.13175,USW00003154,33.3,-117.35,23,CA
USW00003159,8.266666666666667,USW00003159,34.7411,-118.2117,713,CA
USW00003164,5.091,USW00003164,32.6233,-116.4728,802,CA
USW00003166,12.537,USW00003166,33.8719,-117.9789,29,CA
USW00003167,13.5655,USW00003167,33.9228,-118.3342,19,CA
USW00003171,11.361500000000001,USW00003171,33.9519,-117.4386,245,CA
USW00003177,12.59275,USW00003177,33.1281,-117.2794,100,CA
USW00003178,10.908833333333334,USW00003178,32.5722,-116.9794,157,CA
USW00003179,9.045833333333334,USW00003179,33.9753,-117.6361,198,CA
USW00023110,7.97325,USW00023110,36.3333,-119.95,71,CA
USW00023129,12.970333333333334,USW00023129,33.8117,-118.1464,9,CA
USW00023130,11.653333333333334,USW00023130,34.2097,-118.4892,235,CA
USW00023136,9.826583333333334,USW00023136,34.2167,-119.0833,24,CA
USW00023152,10.98825,USW00023152,34.2006,-118.3575,226,CA
USW00023155,11.578666666666669,USW00023155,35.4344,-119.0542,149,CA
USW00023156,8.772333333333334,USW00023156,33.9286,-116.9814,790,CA
USW00023157,3.14625,USW00023157,37.3711,-118.3581,1250,CA
USW00023158,14.738249999999999,USW00023158,33.6186,-114.7142,120,CA
USW00023161,11.443583333333331,USW00023161,34.8536,-116.7858,584,CA
USW00023174,13.419000000000002,USW00023174,33.9381,-118.3889,30,CA
USW00023179,16.21725,USW00023179,34.7675,-114.6189,271,CA
USW00023182,7.691916666666667,USW00023182,34.6294,-118.0836,769,CA
USW00023187,8.997333333333332,USW00023187,34.7436,-118.7242,1375,CA
USW00023188,14.015083333333335,USW00023188,32.7336,-117.1831,5,CA
USW00023190,9.784250000000002,USW00023190,34.4258,-119.8425,3,CA
USW00023191,11.712333333333332,USW00023191,33.405,-118.4158,488,CA
USW00023213,6.575749999999999,USW00023213,38.5039,-122.8103,35,CA
USW00023225,7.267166666666667,USW00023225,39.2775,-120.7103,1608,CA
USW00023230,9.2395,USW00023230,37.7214,-122.2208,2,CA
USW00023232,8.995416666666667,USW00023232,38.5069,-121.495,5,CA
USW00023233,9.07375,USW00023233,36.6636,-121.6081,23,CA
USW00023234,10.025666666666668,USW00023234,37.6197,-122.3647,2,CA
USW00023237,8.418333333333335,USW00023237,37.8892,-121.2258,8,CA
USW00023239,11.559333333333335,USW00023239,37.7333,-122.3167,5,CA
USW00023244,11.007916666666668,USW00023244,37.4058,-122.0481,12,CA
USW00023254,9.159833333333333,USW00023254,37.9917,-122.055,6,CA
USW00023257,8.392333333333333,USW00023257,37.2847,-120.5128,46,CA
USW00023258,10.267000000000001,USW00023258,37.6242,-120.9506,22,CA
USW00023259,8.920333333333334,USW00023259,36.5881,-121.8453,50,CA
USW00023271,10.172500000000001,USW00023271,38.5556,-121.4169,12,CA
USW00023272,10.209,USW00023272,37.7706,-122.4269,46,CA
USW00023273,8.047333333333334,USW00023273,34.8994,-120.4486,74,CA
USW00023275,6.786499999999999,USW00023275,39.1258,-123.2008,183,CA
USW00023277,7.799666666666667,USW00023277,36.9358,-121.7886,49,CA
USW00023285,8.347333333333335,USW00023285,37.6928,-121.8144,120,CA
USW00023293,9.970666666666666,USW00023293,37.3592,-121.9239,16,CA
USW00024213,7.616750000000001,USW00024213,40.8097,-124.1603,6,CA
USW00024215,2.2555833333333335,USW00024215,41.3325,-122.3328,1078,CA
USW00024216,10.284083333333333,USW00024216,40.1519,-122.2536,108,CA
USW00024257,9.6075,USW00024257,40.5175,-122.2986,152,CA
USW00024259,2.5740833333333333,USW00024259,41.7806,-122.4717,803,CA
USW00024283,6.327083333333334,USW00024283,40.9781,-124.1086,61,CA
USW00024286,7.375083333333333,USW00024286,41.7803,-124.2367,17,CA
USW00053119,8.67175,USW00053119,36.3189,-119.6289,76,CA
USW00053120,7.22325,USW00053120,33.0375,-116.9158,425,CA
USW00053121,10.211916666666667,USW00053121,33.2194,-117.3494,9,CA
USW00093101,12.199833333333332,USW00093101,33.6667,-117.7333,116,CA
USW00093104,8.781833333333335,USW00093104,35.6875,-117.6931,680,CA
USW00093107,12.048166666666667,USW00093107,32.8667,-117.1333,145,CA
USW00093110,10.737583333333333,USW00093110,34.2008,-119.2069,11,CA
USW00093111,10.228500000000002,USW00093111,34.1167,-119.1167,4,CA
USW00093112,15.056916666666666,USW00093112,32.7,-117.2,8,CA
USW00093114,12.829833333333333,USW00093114,33.7,-117.8333,18,CA
USW00093134,13.1785,USW00093134,34.0511,-118.2353,70,CA
USW00093138,15.341333333333331,USW00093138,33.8281,-116.5053,128,CA
USW00093184,13.125,USW00093184,33.68,-117.8664,17,CA
USW00093193,10.608916666666664,USW00093193,36.78,-119.7194,102,CA
USW00093197,12.455916666666667,USW00093197,34.0158,-118.4514,53,CA
USW00093205,8.325,USW00093205,39.1019,-121.5678,19,CA
USW00093206,8.355083333333335,USW00093206,35.2372,-120.6414,61,CA
USW00093209,6.474333333333334,USW00093209,35.6697,-120.6283,247,CA
USW00093210,9.932166666666667,USW00093210,39.49,-121.6183,58,CA
USW00093225,8.262333333333334,USW00093225,38.6956,-121.5897,7,CA
USW00093227,6.286249999999999,USW00093227,38.2103,-122.2847,4,CA
USW00093228,10.100083333333334,USW00093228,37.6542,-122.115,13,CA
USW00093230,-2.4471666666666665,USW00093230,38.8983,-119.9947,1925,CA
USW00093241,8.739999999999998,USW00093241,38.3775,-121.9575,33,CA
USW00093242,8.497333333333332,USW00093242,36.9878,-120.1106,77,CA
USW00094299,-1.2234166666666668,USW00094299,41.4914,-120.5644,1334,CA
