STNID,MEDIA,_ID,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE
USC00042081,21.700000000000003,USC00042081,39.8158,-123.2444,430.7,CA
USC00042147,15.285499999999999,USC00042147,41.7958,-124.2147,13.1,CA
USC00042214,21.519833333333327,USC00042214,34.0053,-118.4136,20.7,CA
USC00042239,19.15041666666667,USC00042239,32.9897,-116.5872,1414.3,CA
USC00042294,23.70833333333334,USC00042294,38.535,-121.7761,18.3,CA
USC00042319,33.05708333333333,USC00042319,36.4622,-116.8669,-59.1,CA
USC00042331,20.0525,USC00042331,37.3739,-117.9803,1592.6,CA
USC00042338,18.240250000000003,USC00042338,39.3,-120.8333,1357.9,CA
USC00042402,20.2865,USC00042402,39.8717,-121.6108,826,CA
USC00042456,22.179083333333335,USC00042456,39.3575,-121.2011,499.9,CA
USC00042467,15.357999999999999,USC00042467,39.3239,-120.2331,1809.6,CA
USC00042500,19.24975,USC00042500,39.5633,-120.8239,888.5,CA
USC00042506,17.70208333333333,USC00042506,39.9717,-120.0828,1338.1,CA
USC00042574,20.417583333333333,USC00042574,41.1833,-122.2736,661.4,CA
USC00042598,29.028999999999996,USC00042598,33.8089,-115.4508,296.6,CA
USC00042640,22.9755,USC00042640,39.3592,-122.5178,367.3,CA
USC00042671,11.769916666666667,USC00042671,38.7833,-120.0333,2240.3,CA
USC00042706,25.264166666666668,USC00042706,32.8139,-116.975,123.4,CA
USC00042709,27.85891666666667,USC00042709,32.8839,-116.8164,182.9,CA
USC00042713,30.958333333333332,USC00042713,32.7669,-115.5617,-9.1,CA
USC00042728,24.411583333333336,USC00042728,38.3306,-120.6706,217.9,CA
USC00042771,24.02916666666667,USC00042771,34.5892,-117.6303,899.2,CA
USC00042805,26.95941666666667,USC00042805,33.6692,-117.3319,391.7,CA
USC00042863,24.905,USC00042863,33.1211,-117.0883,182.9,CA
USC00042934,23.05841666666667,USC00042934,38.2736,-122.0678,12.2,CA
USC00042941,22.042416666666668,USC00042941,34.705,-118.4242,932.7,CA
USC00043083,24.284333333333333,USC00043083,36.3642,-120.1561,86.9,CA
USC00043113,23.96525,USC00043113,38.7,-121.1667,106.7,CA
USC00043157,14.913333333333334,USC00043157,41.52,-120.09,1442.3,CA
USC00043161,14.217250000000002,USC00043161,39.5092,-123.7567,37.5,CA
USC00043191,17.547583333333332,USC00043191,38.515,-123.2447,34.1,CA
USC00043244,20.284666666666666,USC00043244,37.5422,-122.0158,11.6,CA
USC00043256,24.843666666666664,USC00043256,36.7525,-119.7017,100,CA
USC00043261,25.6755,USC00043261,36.9969,-119.7072,125,CA
USC00043417,23.918000000000006,USC00043417,37.0067,-121.5633,59.1,CA
USC00043463,21.018833333333337,USC00043463,35.7269,-118.7006,957.1,CA
USC00043489,31.00883333333333,USC00043489,32.8833,-114.8667,147.8,CA
USC00043551,14.027000000000003,USC00043551,36.7394,-118.9631,2011.7,CA
USC00043573,19.856833333333334,USC00043573,39.2042,-121.0681,731.5,CA
USC00043578,21.963166666666666,USC00043578,38.4306,-122.8647,61,CA
USC00043647,16.24658333333333,USC00043647,40.4864,-123.9089,125.9,CA
USC00043669,20.81175,USC00043669,37.8444,-120.2258,853.4,CA
USC00043710,26.26866666666667,USC00043710,36.1389,-117.9528,1165.9,CA
USC00043714,16.806916666666666,USC00043714,37.4725,-122.4433,8.2,CA
USC00043747,24.41483333333333,USC00043747,36.3158,-119.6369,72.2,CA
USC00043824,19.638500000000004,USC00043824,40.9317,-121.5433,919,CA
USC00043855,29.542333333333335,USC00043855,33.7044,-115.6289,417.6,CA
USC00043875,22.955083333333334,USC00043875,38.6175,-122.8731,32.9,CA
USC00043896,27.872583333333328,USC00043896,33.7381,-116.8939,552,CA
USC00043914,24.279166666666665,USC00043914,33.2372,-116.7614,823,CA
USC00043939,17.884833333333333,USC00043939,37.9614,-119.7831,1179.6,CA
USC00044025,21.94541666666667,USC00044025,36.8483,-121.4214,83.8,CA
USC00044176,12.728416666666666,USC00044176,37.2275,-119.2206,2139.7,CA
USC00044211,20.075083333333335,USC00044211,33.7572,-116.7067,1639.8,CA
USC00044223,30.849,USC00044223,32.8489,-115.5667,-19.5,CA
USC00044232,24.498499999999996,USC00044232,36.7981,-118.2036,1204,CA
USC00044259,31.24083333333333,USC00044259,33.7086,-116.2153,-6.4,CA
USC00044278,26.03441666666666,USC00044278,35.6514,-117.8214,740.7,CA
USC00044297,30.850083333333327,USC00044297,34.1472,-115.1219,281,CA
USC00044374,16.041833333333333,USC00044374,41.2683,-120.2947,1645.9,CA
USC00044500,20.563666666666663,USC00044500,37.9569,-122.5439,44.2,CA
USC00044523,25.073499999999996,USC00044523,35.7831,-118.4389,823.9,CA
USC00044555,23.22175,USC00044555,36.2069,-121.1378,97.5,CA
USC00044577,15.344083333333332,USC00044577,41.5786,-124.0747,8.5,CA
USC00044647,22.584666666666667,USC00044647,33.5453,-117.7814,13.4,CA
USC00044671,16.0005,USC00044671,34.2467,-117.1883,1586.5,CA
USC00044712,24.502916666666664,USC00044712,38.4919,-122.0039,57.9,CA
USC00044713,15.134916666666667,USC00044713,39.3183,-120.6392,1571.5,CA
USC00044735,24.011083333333332,USC00044735,32.7675,-117.0233,161.5,CA
USC00044838,16.24775,USC00044838,41.7019,-121.5011,1453.9,CA
USC00044881,16.354000000000003,USC00044881,37.9567,-119.1194,2071.7,CA
USC00044890,25.443,USC00044890,36.3817,-119.0264,156.4,CA
USC00044957,25.082083333333333,USC00044957,36.2033,-119.0545,132.6,CA
USC00044997,22.389916666666664,USC00044997,37.6922,-121.7692,146.3,CA
USC00045026,13.125916666666663,USC00045026,36.6044,-118.7325,2052.8,CA
USC00045032,23.229499999999998,USC00045032,38.1061,-121.2878,12.2,CA
USC00045064,20.39858333333333,USC00045064,34.6539,-120.4514,29,CA
USC00045118,24.51466666666666,USC00045118,37.0564,-120.8667,36.6,CA
USC00045120,23.73375,USC00045120,36.9897,-120.9297,124.1,CA
USC00045123,21.55491666666666,USC00045123,37.2319,-121.9592,111.3,CA
USC00045233,24.367999999999995,USC00045233,36.9539,-120.0378,82.3,CA
USC00045280,13.817916666666664,USC00045280,37.6478,-118.9617,2378.7,CA
USC00045311,14.221000000000002,USC00045311,40.5411,-121.5767,1752.6,CA
USC00045360,23.667083333333334,USC00045360,38.4917,-122.1242,146.3,CA
USC00045378,22.65941666666667,USC00045378,38.0131,-122.1142,12.2,CA
USC00045385,24.71008333333333,USC00045385,39.1458,-121.5853,17.4,CA
USC00045449,18.777083333333334,USC00045449,41.2514,-122.1383,999.7,CA
USC00045502,32.34025,USC00045502,33.5714,-116.0767,-54.9,CA
USC00045532,24.079083333333333,USC00045532,37.2858,-120.5117,46.6,CA
USC00045679,15.210083333333335,USC00045679,40.3458,-121.6092,1485.9,CA
USC00045721,21.884333333333334,USC00045721,34.9436,-115.5469,1325.9,CA
USC00045756,24.013083333333338,USC00045756,35.0492,-118.1619,833.6,CA
USC00045790,25.76666666666667,USC00045790,34.0192,-118.1053,75,CA
USC00045795,17.361583333333332,USC00045795,36.5903,-121.91,117.3,CA
USC00045802,17.079083333333333,USC00045802,36.5928,-121.8556,37.2,CA
USC00045866,19.862833333333334,USC00045866,35.3672,-120.8456,35.1,CA
USC00045915,20.46708333333333,USC00045915,37.8792,-121.9303,661.4,CA
USC00045933,15.457500000000001,USC00045933,37.3436,-121.6425,1282,CA
USC00046006,19.836500000000004,USC00046006,34.2308,-118.0711,1740.4,CA
USC00046074,21.59375,USC00046074,38.2778,-122.2647,10.7,CA
USC00046136,19.179999999999996,USC00046136,39.2467,-121.0008,847.6,CA
USC00046144,20.689083333333333,USC00046144,37.5147,-122.0325,3,CA
USC00046154,23.741416666666666,USC00046154,34.9456,-119.6828,658.4,CA
USC00046161,24.92016666666667,USC00046161,34.3933,-118.5939,538,CA
USC00046168,26.25125,USC00046168,37.2811,-121.0178,27.4,CA
USC00046172,23.953500000000002,USC00046172,37.95,-120.5333,236.2,CA
USC00046174,23.87216666666667,USC00046174,38.0047,-120.4864,292.6,CA
USC00046175,19.0945,USC00046175,33.6025,-117.8803,3,CA
USC00046263,25.011750000000003,USC00046263,34.2447,-118.525,289,CA
USC00046336,19.238166666666668,USC00046336,37.7983,-122.2642,9.1,CA
USC00046377,18.525166666666667,USC00046377,33.2097,-117.395,3,CA
USC00046399,25.150166666666667,USC00046399,34.4478,-119.2275,227.1,CA
USC00046498,16.08583333333333,USC00046498,41.3619,-124.0192,48.8,CA
USC00046506,24.06341666666667,USC00046506,39.7458,-122.1997,77.4,CA
USC00046508,20.265833333333333,USC00046508,41.3089,-123.5317,122.8,CA
USC00046521,24.047583333333336,USC00046521,39.5178,-121.5531,52.1,CA
USC00046569,20.7025,USC00046569,34.1981,-119.1753,14.9,CA
USC00046572,21.550083333333333,USC00046572,34.2067,-119.1375,15.8,CA
USC00046599,18.224666666666668,USC00046599,37.5917,-122.4717,144.8,CA
USC00046610,22.431749999999997,USC00046610,36.715,-121.3492,275.8,CA
USC00046624,25.130750000000003,USC00046624,34.5883,-118.0939,794.3,CA
USC00046635,31.10675,USC00046635,33.8275,-116.5097,129.5,CA
USC00046646,21.191750000000003,USC00046646,37.4436,-122.1403,7.6,CA
USC00046657,18.067083333333333,USC00046657,33.3781,-116.84,1691.6,CA
USC00046685,21.46975,USC00046685,39.7536,-121.6239,533.4,CA
USC00046699,30.36475,USC00046699,34.2903,-114.1708,224.9,CA
USC00046719,25.359499999999997,USC00046719,34.1481,-118.1444,263.3,CA
USC00046730,24.4585,USC00046730,35.6278,-120.6856,222.5,CA
USC00046773,23.964333333333332,USC00046773,34.5028,-117.8944,929.6,CA
USC00046826,20.976333333333336,USC00046826,38.2578,-122.6078,6.1,CA
USC00046926,24.957916666666662,USC00046926,36.4817,-121.1822,398.4,CA
USC00046943,17.85075,USC00046943,35.1597,-120.6831,11.9,CA
USC00046960,22.639166666666668,USC00046960,38.6956,-120.8244,563.9,CA
USC00046962,21.46225,USC00046962,38.7333,-120.7333,839.7,CA
USC00047050,25.256749999999997,USC00047050,34.0817,-117.7658,317,CA
USC00047077,26.286249999999995,USC00047077,36.0678,-119.02,119.8,CA
USC00047085,16.648500000000002,USC00047085,39.8053,-120.4719,1478.3,CA
USC00047109,22.177083333333332,USC00047109,39.3619,-123.1286,310.3,CA
USC00047150,23.152999999999995,USC00047150,36.1883,-120.6953,701,CA
USC00047195,19.24475,USC00047195,39.9367,-120.9475,1042.4,CA
USC00047228,24.517916666666665,USC00047228,33.0114,-116.9081,448.1,CA
USC00047253,23.21208333333333,USC00047253,35.3692,-117.6525,1088.1,CA
USC00047306,26.095250000000004,USC00047306,34.0528,-117.1894,401.7,CA
USC00047339,21.042583333333337,USC00047339,37.4767,-122.2386,9.4,CA
USC00047404,19.481333333333332,USC00047404,40.0261,-123.7931,153.3,CA
USC00047414,19.169166666666666,USC00047414,37.9192,-122.3772,6.1,CA
USC00047470,26.78616666666667,USC00047470,33.9511,-117.3881,256,CA
USC00047473,26.313000000000006,USC00047473,33.9669,-117.3614,300.5,CA
USC00047641,13.52675,USC00047641,39.4317,-120.2406,1931.5,CA
USC00047643,23.31533333333333,USC00047643,38.5067,-122.4714,68.6,CA
USC00047668,20.197916666666668,USC00047668,36.6594,-121.6656,13.7,CA
USC00047689,20.63533333333333,USC00047689,38.5006,-120.2189,1127.8,CA
USC00047723,27.282500000000002,USC00047723,34.1344,-117.2539,347.5,CA
USC00047767,15.320666666666668,USC00047767,37.7281,-122.5053,2.4,CA
USC00047785,23.898750000000003,USC00047785,34.1061,-118.1,137.2,CA
USC00047807,17.93016666666667,USC00047807,37.3117,-122.3617,83.8,CA
USC00047813,26.323750000000004,USC00047813,33.7869,-116.9583,475.5,CA
USC00047821,21.674583333333334,USC00047821,37.3592,-121.9239,15.5,CA
USC00047846,23.43008333333333,USC00047846,37.0533,-121.0578,84.4,CA
USC00047851,20.645666666666667,USC00047851,35.3039,-120.665,93.9,CA
USC00047874,26.601666666666663,USC00047874,33.0956,-116.9975,128,CA
USC00047880,19.42325,USC00047880,37.9983,-122.5372,36.6,CA
USC00047888,23.852416666666667,USC00047888,33.7442,-117.8667,41.1,CA
USC00047902,21.18825,USC00047902,34.4167,-119.6844,1.5,CA
USC00047916,20.487000000000002,USC00047916,36.9906,-121.9911,39.6,CA
USC00047953,18.471583333333335,USC00047953,34.0075,-118.4997,4.3,CA
USC00047957,23.46208333333333,USC00047957,34.3119,-119.1331,72.2,CA
USC00047965,21.685083333333335,USC00047965,38.4381,-122.6978,53,CA
USC00048045,17.567749999999997,USC00048045,40.4831,-124.1036,41.5,CA
USC00048135,22.48541666666667,USC00048135,40.7142,-122.4161,327.7,CA
USC00048163,17.050250000000002,USC00048163,40.0331,-124.0728,75,CA
USC00048207,17.121250000000003,USC00048207,39.5678,-120.6228,1292.4,CA
USC00048273,17.419750000000004,USC00048273,37.3133,-122.185,691.9,CA
USC00048351,21.951583333333335,USC00048351,38.2994,-122.4622,29.6,CA
USC00048353,22.138583333333333,USC00048353,37.9672,-120.3872,510.5,CA
USC00048380,15.757666666666667,USC00048380,37.5072,-119.6331,1538.3,CA
USC00048560,24.34341666666666,USC00048560,37.9994,-121.3178,3.7,CA
USC00048587,23.661916666666666,USC00048587,39.5858,-122.5339,243.8,CA
USC00048606,17.758083333333335,USC00048606,39.5631,-121.1078,1160.7,CA
USC00048655,27.48325,USC00048655,33.7156,-117.19,432.8,CA
USC00048702,17.598249999999997,USC00048702,40.4167,-120.6631,1275.3,CA
USC00048713,21.986833333333333,USC00048713,38.3772,-120.8008,483.4,CA
USC00048752,24.53033333333333,USC00048752,35.1503,-119.43,235.6,CA
USC00048758,13.260750000000002,USC00048758,39.1678,-120.1428,1898.9,CA
USC00048826,18.994666666666667,USC00048826,35.1333,-118.45,1224.4,CA
USC00048873,15.433666666666666,USC00048873,40.8667,-120.4333,1615.4,CA
USC00048917,23.58508333333333,USC00048917,36.465,-118.8619,347.5,CA
USC00048928,20.349833333333336,USC00048928,38.4461,-120.4992,717.8,CA
USC00049001,23.685000000000002,USC00049001,37.7967,-121.5828,18.6,CA
USC00049026,20.825833333333335,USC00049026,40.7264,-122.7947,567.2,CA
USC00049035,27.7175,USC00049035,35.7636,-117.3908,516.6,CA
USC00049043,15.598416666666665,USC00049043,39.3331,-120.173,1774.9,CA
USC00049053,15.933000000000002,USC00049053,41.96,-121.4744,1229.9,CA
USC00049073,23.69033333333334,USC00049073,37.5006,-120.855,35.1,CA
USC00049087,23.371750000000002,USC00049087,33.7025,-117.7539,71.6,CA
USC00049099,26.744,USC00049099,34.1281,-116.0369,602,CA
USC00049105,12.072249999999999,USC00049105,38.7086,-120.0403,2438.4,CA
USC00049111,22.651583333333335,USC00049111,34.9881,-120.3211,177.4,CA
USC00049122,22.111416666666667,USC00049122,39.1467,-123.2103,193.9,CA
USC00049152,21.737916666666667,USC00049152,34.0697,-118.4428,131.1,CA
USC00049200,24.186583333333342,USC00049200,38.3956,-121.9608,33.5,CA
USC00049325,25.947666666666667,USC00049325,34.535,-117.3058,871.1,CA
USC00049367,23.847916666666663,USC00049367,36.3283,-119.2992,99.1,CA
USC00049378,22.285249999999994,USC00049378,33.2294,-117.2269,155.4,CA
USC00049440,23.167999999999996,USC00049440,38.7161,-122.9975,68.3,CA
USC00049452,25.39375,USC00049452,35.5892,-119.3519,88.7,CA
USC00049473,19.83341666666667,USC00049473,36.9308,-121.7692,29,CA
USC00049490,21.375833333333333,USC00049490,40.7222,-122.9331,599.8,CA
USC00049621,22.9435,USC00049621,40.6117,-122.5281,394.7,CA
USC00049671,22.25725,USC00049671,36.2656,-117.1853,1249.7,CA
USC00049684,19.249333333333333,USC00049684,39.4194,-123.3425,412.4,CA
USC00049699,24.498333333333335,USC00049699,39.5231,-122.3058,71,CA
USC00049742,25.042916666666667,USC00049742,38.5228,-121.9683,41.1,CA
USC00049781,24.021666666666672,USC00049781,38.6828,-121.7942,21,CA
USC00049792,23.617833333333333,USC00049792,37.4286,-122.2567,115.8,CA
USC00049822,17.29675,USC00049822,34.3617,-117.6386,1828.8,CA
USC00049855,19.503083333333333,USC00049855,37.75,-119.5897,1224.7,CA
USC00049866,19.83425,USC00049866,41.7036,-122.6408,800.1,CA
USW00003102,25.356916666666667,USW00003102,34.0561,-117.6003,289.3,CA
USW00003104,31.868,USW00003104,33.6267,-116.1594,-36,CA
USW00003122,21.43708333333333,USW00003122,33.8017,-118.3411,27.4,CA
USW00003131,22.100333333333328,USW00003131,32.8158,-117.1394,127.1,CA
USW00003144,31.06325,USW00003144,32.8342,-115.5786,-17.7,CA
USW00003154,23.678583333333336,USW00003154,33.3,-117.35,22.9,CA
USW00003159,24.867833333333333,USW00003159,34.7411,-118.2117,712.6,CA
USW00003164,24.688916666666668,USW00003164,32.6233,-116.4728,801.6,CA
USW00003166,23.776333333333337,USW00003166,33.8719,-117.9789,29.3,CA
USW00003167,22.00675,USW00003167,33.9228,-118.3342,19.2,CA
USW00003171,25.90691666666667,USW00003171,33.9519,-117.4386,245.4,CA
USW00003177,20.36991666666667,USW00003177,33.1281,-117.2794,100,CA
USW00003178,22.229166666666668,USW00003178,32.5722,-116.9794,157,CA
USW00003179,25.715166666666665,USW00003179,33.9753,-117.6361,198.1,CA
USW00023110,24.794083333333333,USW00023110,36.3333,-119.95,70.7,CA
USW00023129,23.558916666666665,USW00023129,33.8117,-118.1464,9.4,CA
USW00023130,24.955833333333334,USW00023130,34.2097,-118.4892,234.7,CA
USW00023136,21.508416666666665,USW00023136,34.2167,-119.0833,23.5,CA
USW00023152,24.483083333333337,USW00023152,34.2006,-118.3575,225.9,CA
USW00023155,24.757,USW00023155,35.4344,-119.0542,149,CA
USW00023156,25.46275,USW00023156,33.9286,-116.9814,789.7,CA
USW00023157,23.292583333333337,USW00023157,37.3711,-118.3581,1250.3,CA
USW00023158,31.017416666666666,USW00023158,33.6186,-114.7142,120.4,CA
USW00023161,27.444833333333335,USW00023161,34.8536,-116.7858,584.3,CA
USW00023174,20.608500000000003,USW00023174,33.9381,-118.3889,29.6,CA
USW00023179,30.3145,USW00023179,34.7675,-114.6189,271.3,CA
USW00023182,24.561500000000006,USW00023182,34.6294,-118.0836,769.3,CA
USW00023187,18.1285,USW00023187,34.7436,-118.7242,1374.6,CA
USW00023188,20.821166666666663,USW00023188,32.7336,-117.1831,4.6,CA
USW00023190,20.711250000000003,USW00023190,34.4258,-119.8425,2.7,CA
USW00023191,19.13008333333333,USW00023191,33.405,-118.4158,488.3,CA
USW00023213,21.679833333333335,USW00023213,38.5039,-122.8103,34.7,CA
USW00023225,14.21575,USW00023225,39.2775,-120.7103,1608.1,CA
USW00023230,18.782500000000002,USW00023230,37.7214,-122.2208,1.8,CA
USW00023232,23.003083333333336,USW00023232,38.5069,-121.495,4.6,CA
USW00023233,19.979166666666668,USW00023233,36.6636,-121.6081,22.6,CA
USW00023234,18.756249999999998,USW00023234,37.6197,-122.3647,2.4,CA
USW00023237,23.55366666666667,USW00023237,37.8892,-121.2258,7.9,CA
USW00023239,19.62516666666667,USW00023239,37.7333,-122.3167,4.9,CA
USW00023244,20.855083333333333,USW00023244,37.4058,-122.0481,11.9,CA
USW00023254,22.19083333333333,USW00023254,37.9917,-122.055,5.5,CA
USW00023257,23.615833333333338,USW00023257,37.2847,-120.5128,46.3,CA
USW00023258,24.447,USW00023258,37.6242,-120.9506,22.3,CA
USW00023259,17.872416666666666,USW00023259,36.5881,-121.8453,50.3,CA
USW00023271,23.549916666666665,USW00023271,38.5556,-121.4169,11.6,CA
USW00023272,17.740583333333337,USW00023272,37.7706,-122.4269,45.7,CA
USW00023273,20.298416666666668,USW00023273,34.8994,-120.4486,73.8,CA
USW00023275,22.6275,USW00023275,39.1258,-123.2008,183.2,CA
USW00023277,19.870166666666666,USW00023277,36.9358,-121.7886,48.8,CA
USW00023285,22.072249999999997,USW00023285,37.6928,-121.8144,119.8,CA
USW00023293,22.520083333333332,USW00023293,37.3592,-121.9239,15.5,CA
USW00024213,15.615583333333333,USW00024213,40.8097,-124.1603,6.1,CA
USW00024215,17.546916666666664,USW00024215,41.3325,-122.3328,1077.5,CA
USW00024216,23.547416666666667,USW00024216,40.1519,-122.2536,107.6,CA
USW00024257,23.73141666666666,USW00024257,40.5175,-122.2986,151.5,CA
USW00024259,18.528416666666665,USW00024259,41.7806,-122.4717,803.1,CA
USW00024283,14.704416666666667,USW00024283,40.9781,-124.1086,61,CA
USW00024286,14.34666666666667,USW00024286,41.7803,-124.2367,17.1,CA
USW00053119,24.382666666666665,USW00053119,36.3189,-119.6289,75.9,CA
USW00053120,24.088916666666673,USW00053120,33.0375,-116.9158,424.6,CA
USW00053121,21.38133333333333,USW00053121,33.2194,-117.3494,8.5,CA
USW00093101,22.612,USW00093101,33.6667,-117.7333,116.1,CA
USW00093104,26.92516666666667,USW00093104,35.6875,-117.6931,679.7,CA
USW00093107,22.49033333333333,USW00093107,32.8667,-117.1333,145.4,CA
USW00093110,20.21766666666667,USW00093110,34.2008,-119.2069,11,CA
USW00093111,20.567583333333335,USW00093111,34.1167,-119.1167,4,CA
USW00093112,22.795083333333334,USW00093112,32.7,-117.2,7.9,CA
USW00093114,24.965083333333336,USW00093114,33.7,-117.8333,18,CA
USW00093134,24.345666666666663,USW00093134,34.0511,-118.2353,70.1,CA
USW00093138,30.695833333333336,USW00093138,33.8281,-116.5053,128.3,CA
USW00093184,22.30225,USW00093184,33.68,-117.8664,16.5,CA
USW00093193,24.75016666666667,USW00093193,36.78,-119.7194,101.5,CA
USW00093197,20.8745,USW00093197,34.0158,-118.4514,53,CA
USW00093205,23.62275,USW00093205,39.1019,-121.5678,18.9,CA
USW00093206,21.6675,USW00093206,35.2372,-120.6414,61,CA
USW00093209,24.324333333333332,USW00093209,35.6697,-120.6283,246.9,CA
USW00093210,23.160583333333335,USW00093210,39.49,-121.6183,57.9,CA
USW00093225,23.204333333333338,USW00093225,38.6956,-121.5897,7,CA
USW00093227,20.551499999999997,USW00093227,38.2103,-122.2847,4.3,CA
USW00093228,19.500333333333334,USW00093228,37.6542,-122.115,13.1,CA
USW00093230,15.182833333333333,USW00093230,38.8983,-119.9947,1924.5,CA
USW00093241,23.518416666666667,USW00093241,38.3775,-121.9575,33.2,CA
USW00093242,24.32166666666667,USW00093242,36.9878,-120.1106,77.1,CA
USW00094299,16.934083333333334,USW00094299,41.4914,-120.5644,1333.5,CA
